"GC","PGC","M/TC","OSNs","EPL-IN"
0.818191566510563,0.0422197431033409,0.05435823657945,2.14517327991082e-07,0.0852302392893181
0.0364009325449689,0.451222425067441,0.41075913847165,0.0276198490545166,0.0739976548614237
0.134507520372255,0.141981917971992,0.284184141409677,0.403733860500728,0.0355925597453473
0.0972360593109099,0.124279746857236,0.222624333413307,0.50714450808788,0.0487153523306674
0.165634884124481,0.131049985358049,0.626634308866637,7.49738943548594e-06,0.0766733242613968
0.102725795019269,0.301505950476622,0.407121837032952,9.13652851411393e-06,0.188637280942643
0.246343784077162,0.074205983465338,0.566761502751886,2.73485904717138e-06,0.112685994846567
0.841658670729321,0.0344802745684893,0.0805663923688572,1.18069120124234e-07,0.0432945442642128
0.0145919016283604,0.100751879700593,0.717077844964581,0.000119476844478084,0.167458896861988
0.0812452955173326,0.348662206877254,0.316679446374625,0.141380391767018,0.11203265946377
0.0976580805267163,0.134766511937839,0.195877604842962,0.527943071492025,0.0437547312004574
0.10578832730906,0.149222958152238,0.209965343892016,0.501302916324887,0.033720454321799
0.240307055973095,0.172946504988439,0.308472906916383,0.222361654498647,0.0559118776234353
0.292916946576246,0.195607609647479,0.257430270862196,0.209275163620843,0.0447700092932358
0.177274667941383,0.354131409620066,0.185889055561476,0.225140033600944,0.0575648332761314
0.0315617023471321,0.285834213357302,0.59069321481182,0.0469696963927206,0.0449411730910249
0.238714062764524,0.433135653385886,0.271716920198009,1.66587758709276e-05,0.0564167048757099
0.768594254906647,0.0404178434746116,0.0836341480582408,1.24243575103695e-05,0.10734132920299
0.622936979069921,0.150582014789867,0.159227251537036,5.27276168799308e-06,0.067248481841488
0.48479462016088,0.134675200430728,0.242966127560405,0.00296457768101986,0.134599474166967
0.741789725036373,0.0823967027679234,0.0819431405923437,2.79335967438029e-06,0.0938676382436851
0.577307806030599,0.12651059166821,0.127425581003525,2.15939931531085e-06,0.168753861898351
0.537345362743855,0.177104234062207,0.109143040022533,5.36881035712272e-05,0.176353675067833
0.675758557015867,0.0739876056601557,0.157602782902891,2.0467285424104e-06,0.0926490076925442
0.557516844750582,0.143092581435014,0.143971259842039,1.08044590794001e-06,0.155418233526457
0.0788725654356235,0.115954517827505,0.779081347715968,8.49073663813559e-05,0.0260066616545218
0.189868106746191,0.143206636439068,0.579266041555323,2.29299731610357e-05,0.0876362852862576
0.464293031465477,0.179934458404285,0.232103671367021,1.06990960369809e-05,0.12365813966718
0.222598645580662,0.197446999106917,0.512683904147809,8.7508803683031e-07,0.0672695760765754
0.587108891434062,0.116937299892942,0.214716530114552,0.000753477983278557,0.080483800575165
0.0679040221655277,0.384671961111182,0.441820205451335,0.000129761897556731,0.105474049374399
0.734110257157526,0.06001730336156,0.121241932608572,1.50171806144892e-08,0.0846304918551609
0.658562731615188,0.102479358174101,0.0878687427702649,1.93289669214763e-06,0.151087234543754
0.572565301157301,0.110353211559552,0.191687113922831,5.91011186310787e-07,0.125393782349129
0.457060123879798,0.121023642643984,0.335314467337158,2.66853888926704e-06,0.0865990976001714
0.756624949772153,0.0432186382127792,0.0987691559045318,1.78405818890202e-05,0.101369415528647
0.468088916888609,0.267712673410828,0.19570620463136,0.00116173037302898,0.0673304746961743
0.604597732280646,0.14925955928634,0.226407894731704,0.000254939508742223,0.019479874192568
0.531759349893046,0.162221349614109,0.223951123321673,1.97492084660874e-05,0.0820484279627049
0.0232064635502188,0.239082400215904,0.685466179779697,4.00220631219812e-06,0.0522409542478679
0.127180106510951,0.420593333873821,0.255744883823296,0.156714309615555,0.0397673661763765
0.0656646646272022,0.313314880650524,0.486749678502851,0.000183903544272789,0.13408687267515
0.159280033236326,0.190987252007282,0.179506942880281,0.433652499882539,0.0365732719935729
0.220487612765524,0.244613301727094,0.288120885375705,0.206370524025398,0.0404076761062806
0.0449851713616264,0.503729650886954,0.333015498374132,0.00028997361235468,0.117979705764932
0.177115063432873,0.363821869500793,0.286765358747181,0.149114374961662,0.0231833333574921
0.20051458671444,0.217067598159179,0.228551488076217,0.316221606516602,0.0376447205335617
0.213568398160798,0.189372841039644,0.319980086791156,0.224003700214095,0.0530749737943071
0.20413678578239,0.200819081627908,0.234568797189926,0.204917957194313,0.155557378205464
0.164792119410671,0.236059383745298,0.261521109287822,0.183152132303894,0.154475255252315
0.264499370012163,0.154720172844444,0.288651671964065,0.197295020895798,0.0948337642835306
0.0614411976702854,0.477259085815961,0.337480079770192,0.0441181765761021,0.0797014601674595
0.109009298862366,0.390992663090415,0.351847443801497,0.0140322267153086,0.134118367530414
0.0375603599294202,0.211510520617152,0.664077964223541,2.38129436431635e-06,0.0868487739355225
0.0731670645047454,0.357719668091059,0.302980074296117,0.134650747315926,0.131482445792152
0.639473471953583,0.118083537973011,0.10934274502834,1.92222462013648e-05,0.133081022798865
0.113741755925649,0.319285416261737,0.316481855311159,1.14107943764206e-05,0.250479561707078
0.0484738376505881,0.365712116219724,0.554432196637897,1.90698960364136e-06,0.0313799425021873
0.112082358745063,0.34703473037553,0.350347905754754,8.14312839665298e-05,0.190453573840687
0.0472191915458872,0.102730966732897,0.817273092496925,1.64287608646224e-07,0.0327765849366823
0.736908414315743,0.06199100173622,0.138248914038007,2.05714551836197e-05,0.0628310984548463
0.761710047589072,0.0476627553149855,0.102483802838147,2.47013786131445e-07,0.0881431472440084
0.13061212242995,0.0809493293719082,0.713850666518302,3.78961097656122e-07,0.0745875027187415
0.14977059819492,0.398960247187913,0.399714986146893,0.000371018078776419,0.051183150391498
0.12237187220103,0.468496784624227,0.287103601728278,0.00574909779173594,0.11627864365473
0.194151675278806,0.236104526807362,0.504423847046501,0.000139410894826565,0.0651805399725047
0.150713298967675,0.240863960874716,0.494519150434188,3.52874392244413e-06,0.113900060979499
0.251959830760271,0.440140082113199,0.259448247338964,0.0002879821160555,0.0481638576715102
0.110609238416784,0.294300068028858,0.486727892911754,8.67940089427626e-06,0.108354121241709
0.802252855386898,0.0462684779861319,0.0818572906383121,9.03239172800201e-06,0.0696123435969302
0.10625587306734,0.240989629598063,0.576139513990959,4.01305740339656e-06,0.0766109702862345
0.751983839046192,0.0321825609570095,0.110292223068015,6.70645355404551e-08,0.105541309864248
0.693226340285394,0.151397807700995,0.0930182769298013,0.000236143184803353,0.062121431899006
0.61134423706494,0.0993178570175976,0.160638367607381,1.12708580654714e-06,0.128698411224275
0.534006987833539,0.172505887522111,0.16629919678844,1.0795664043301e-05,0.127177132191867
0.578228296101193,0.185326289405735,0.141925436862211,7.99740952175624e-06,0.0945119802213394
0.667362287551485,0.155390559500789,0.151813484286029,1.38996504703108e-05,0.0254197690112265
0.470901083754323,0.195382418524928,0.245457719690307,0.0294835559117856,0.0587752221186566
0.52456121922489,0.178849138927959,0.152022966660606,6.39398978659051e-05,0.144502735288679
0.548424241119549,0.120492391725697,0.168980899192027,0.000195752833796104,0.161906715128932
0.668747671772438,0.131033009873204,0.0987945558491893,0.000324675410795224,0.101100087094373
0.434366603156728,0.310339188452495,0.212973043128695,0.00457353173776828,0.0377476335243142
0.498689452370032,0.0777481518300765,0.224295594002145,0.000152998063282402,0.199113803734464
0.198200449656015,0.165435158633511,0.243159781512912,0.347414564955173,0.0457900452423895
0.0969825996891949,0.119407864965971,0.199549470983848,0.559739704077464,0.0243203602835222
0.137645501174898,0.123913659521067,0.207006621963189,0.453910304219882,0.0775239131209638
0.0993593963171963,0.24890140826481,0.21012572777414,0.412768111299202,0.0288453563446509
0.103152775816916,0.225080181712611,0.278571918033632,0.348952913112788,0.0442422113240533
0.0451500834598267,0.585673947511824,0.0500401412680052,0.288949722855396,0.0301861049049481
0.0992234576330595,0.245777719965095,0.159313561437085,0.48032196656795,0.015363294396811
0.120838815873041,0.144909421322888,0.200882449041446,0.515059701349434,0.0183096124131916
0.0658054313730956,0.18031380369704,0.236021720451078,0.46720843304831,0.0506506114304762
0.169405479114924,0.176004701874014,0.159633052188573,0.462471365395081,0.0324854014274081
0.0611432394170423,0.197724686966057,0.0979149272437941,0.606477373521268,0.036739772851839
0.0678853122402467,0.239059201381201,0.558912708949392,0.000738327791687699,0.133404449637473
0.0786387631693068,0.263958859378893,0.622774384874518,0.00792786619888908,0.0267001263783928
0.0652141514391184,0.399349822799669,0.504868967803656,0.00141070918020598,0.0291563487773514
0.0542539753373383,0.506453813569864,0.290087448822464,0.0965973167147044,0.0526074455556295
0.161778357408897,0.330397707744704,0.306492943792878,0.120990773079271,0.0803402179742493
0.108101344766003,0.459081469869638,0.207793301588073,0.125697580886124,0.0993263028901625
0.0220392261231388,0.0556247338226892,0.863901768903329,1.68320488554942e-07,0.0584341028303545
0.780105315932026,0.0795883969338257,0.0866307183576206,1.10576544744286e-06,0.0536744630110808
0.0809350160421956,0.397768780182656,0.498610091398699,6.09653188779849e-05,0.022625147057572
0.133707543341956,0.21298275384598,0.573724281737651,6.18287691760314e-05,0.0795235923052374
0.0581166614940957,0.453344712688462,0.140742770283121,0.274745617449643,0.0730502380846785
0.0810113860813607,0.167297830852592,0.363640242526995,0.333373481804941,0.054677058734111
0.0792650773267682,0.374145008564428,0.468893248381505,0.0246681818644566,0.0530284838628421
0.0992648338388704,0.414236875813563,0.357108504725772,0.0527922062406537,0.0765975793811405
0.0138775155471203,0.204299586125631,0.712115506097546,1.16151553657449e-05,0.0696957770743369
0.0282965457699283,0.390752019446232,0.534525931963984,8.4434570370272e-05,0.0463410682494847
0.0476993356197042,0.201413247354043,0.702795034901894,2.98464517147927e-06,0.0480893974791879
0.0562456323578698,0.0774511894180657,0.82565057080521,2.35396418206014e-08,0.0406525838792129
0.837766099116756,0.0140796714453856,0.10336627674347,3.85450303594599e-05,0.0447494076640289
0.719816488702129,0.10182554699612,0.0575317677714242,9.60555056165414e-05,0.12073014102471
0.675419513361445,0.115095452991065,0.177934499407896,2.00781068102003e-05,0.0315304561327833
0.751371480749362,0.100190834023899,0.134272779307265,6.0132117376477e-05,0.0141047738020977
0.680699118974676,0.0764501851937294,0.136922569305811,0.000259747623766828,0.105668378902017
0.704715051197076,0.0847913877578526,0.144448751883306,1.13438073540043e-07,0.0660446957236921
0.071706566231183,0.426720927068728,0.468020467440066,0.000120082611433772,0.0334319566485885
0.0516922376250115,0.211589513420123,0.642036811673935,2.320297636944e-07,0.0946812052511663
0.128815966845256,0.405671087151769,0.223542289793035,0.0943212959501742,0.147649360259766
0.0631642303647978,0.450723705521794,0.326508602201464,0.0970318044433723,0.0625716574685717
0.107123269113408,0.390855945175304,0.277039321847128,0.124418259232615,0.100563204631545
0.556910910279969,0.213366267731475,0.188399927777116,1.80930094151426e-06,0.041321084910498
0.528420879109616,0.187298539365034,0.213998800268809,0.001140392402697,0.0691413888538441
0.736189718034902,0.0476198289657477,0.164940994211548,0.00175008641433268,0.0494993723734699
0.73250913116044,0.0496441826803377,0.0948884154885898,3.81719644252249e-07,0.122957888950988
0.740642584403486,0.103023074440775,0.0939593355586019,1.6403424932664e-06,0.0623733652546433
0.622320388416211,0.138519144952009,0.147967422899461,0.00138825751792708,0.0898047862143918
0.375239799380362,0.0587418221633857,0.439485581479187,3.68566139439979e-05,0.126495940363121
0.144835776905297,0.285949655752578,0.53470624476853,1.87969062410978e-05,0.0344895256673532
0.0543868284600328,0.29839997410049,0.564853342817773,0.000939188630146351,0.0814206659915581
0.431155652622783,0.0733724998790977,0.404329003485617,3.5300363412741e-05,0.0911075436490894
0.197708346766567,0.0476139086633758,0.684839616183609,0.000176190366404168,0.0696619380200436
0.0690654044484919,0.343704987765177,0.45853000525664,1.9623513336031e-06,0.128697640178358
0.0274443613958513,0.329920404401561,0.615765805410421,9.02546540130651e-07,0.0268685262456269
0.019689603227518,0.0672908136946499,0.87792587706433,9.50598854643637e-07,0.0350927554146473
0.055840359342249,0.333121953361587,0.518555576443527,0.000406426441297945,0.0920756844113396
0.250990652520228,0.239577670402002,0.452677677973233,0.00535881543359011,0.0513951836709467
0.665898098228509,0.131569367144281,0.154319498079126,0.000704172158792688,0.04750886438929
0.807996059962725,0.0299260362025753,0.10176346528518,2.44368531333927e-06,0.0603119948642062
0.756979193528584,0.0476899020011782,0.0628323875894657,4.99848516058573e-06,0.132493518395611
0.767168009049474,0.0103522699052352,0.166468878017146,1.4313011325653e-06,0.0560094117270117
0.0757774705583884,0.157944599313387,0.182284474683397,0.540137797550866,0.0438556578939618
0.213721748147614,0.129338447356921,0.184591524275188,0.439421675621458,0.0329266045988188
0.131465843711669,0.329947088510624,0.470143318329764,0.00160875901830548,0.0668349904296365
0.150491180560495,0.141870484461718,0.246115256305156,0.419917261514579,0.0416058171580513
0.212660242440378,0.104623596991705,0.207101782146597,0.448219934122976,0.0273944442983437
0.204008553390804,0.0686761648172139,0.134382172950738,0.505633323852238,0.0872997849890054
0.466272775166647,0.0883038370290018,0.407549019221656,2.00763630147555e-06,0.0378723609463939
0.141386705516907,0.152117385218558,0.605865405813317,0.0356507285630324,0.0649797748881852
0.0231530186861263,0.276171836501377,0.621245074258218,1.26448537338706e-05,0.0794174257005451
0.062416068673347,0.108106780426414,0.742451785204926,6.48481113917255e-06,0.0870188808841741
0.189292306488413,0.319895087359055,0.392936121146104,0.010600971817588,0.0872755131888399
0.0425628744327659,0.480206050025665,0.38175583122095,5.27818090950404e-05,0.0954224625115241
0.0415276998893803,0.520696705072113,0.356177803715089,9.17981093274697e-07,0.0815968733423249
0.137610547477811,0.162909852978836,0.610044132375566,0.000108749809986716,0.0893267173578001
0.0629363217187914,0.246313733673574,0.613976076813665,0.000127628754776839,0.0766462390391933
0.172539727099674,0.200042581182368,0.234327909045577,0.311101593747095,0.0819881889252863
0.23862667392781,0.193093625002636,0.311081325863075,0.0780452249144307,0.179153150292048
0.131000151939138,0.297078770012558,0.193131894700008,0.342398627981138,0.0363905553671576
0.161381268449856,0.319178823968145,0.126404553970806,0.368485502027903,0.0245498515832906
0.106052230928591,0.3013512780749,0.175424728181816,0.392029956253707,0.0251418065609857
0.119666654409523,0.508762064020783,0.213912847944519,0.142803691061695,0.0148547425634805
0.22209671314393,0.297176393327157,0.331471430561801,0.114505910725315,0.0347495522417969
0.118363131335023,0.182694469327678,0.254869959350975,0.42010068968746,0.0239717502988651
0.0978584979671435,0.428235441608699,0.348503751812603,0.037813960865343,0.0875883477462112
0.0259996640017089,0.425581732316734,0.51414376774288,0.00156480871289207,0.0327100272257854
0.0249693382023494,0.0745453327444043,0.821715993563715,4.72076256363127e-05,0.0787221278638951
0.0391332585633887,0.40779716646404,0.472444798736977,9.4611055214299e-05,0.0805301651803794
0.133770166022078,0.0854627558293875,0.713346656377457,2.59789201224242e-05,0.0673944428509546
0.0519205261351409,0.211854036455792,0.662196984227642,0.000198346354456481,0.0738301068269688
0.0507508876279593,0.353284732212886,0.482500238808207,0.0149963812093409,0.0984677601416068
0.211325394371437,0.344337171952319,0.111105674523677,0.297428582926104,0.0358031762264631
0.767643978846269,0.110025314840593,0.103298383421748,5.13707775143341e-05,0.0189809521138745
0.426883544598359,0.380810392394533,0.163770505705233,9.00211788790138e-07,0.0285346570900854
0.475905274824023,0.223643524621304,0.166649739258619,0.000952053998550097,0.132849407297503
0.732408795142962,0.109320317432885,0.123646546493143,1.17983847805424e-07,0.0346242229471621
0.024300116056756,0.305861915804965,0.651991021475267,4.05662019048301e-05,0.0178063804611071
0.2429886393282,0.18900524804379,0.430860484631458,5.59933785486736e-07,0.137145068062766
0.0836073196678861,0.230652207882952,0.616183566263163,7.9132583234088e-06,0.0695489929276754
0.0291528283323921,0.276676759182792,0.627361536834823,1.03334034284377e-05,0.0667985422465648
0.0589576851557801,0.1509477410147,0.769246066005807,4.72761272268327e-06,0.0208437802109904
0.188686411284621,0.131004716260967,0.604019364503556,7.79756306242839e-08,0.0762894299752252
0.612924368395666,0.167638310462733,0.185055099003607,0.000298748120138492,0.034083474017856
0.691474414849817,0.104960092749774,0.0719720485658069,1.36857400730217e-06,0.131592075260594
0.0195497279042356,0.329532522073761,0.607708194306499,0.000312543558742018,0.0428970121567625
0.143541828930125,0.128560050515223,0.686872761380488,2.15912808069193e-05,0.0410037678933573
0.245031607177111,0.101567978785764,0.184096372911861,0.41604221197865,0.0532618291466144
0.149333755388202,0.153124096289698,0.254134090516169,0.415112779041802,0.0282952787641283
0.0535208652427903,0.337347569457998,0.5901435201141,0.000287858482680225,0.0187001867024307
0.227826162675669,0.260934602759491,0.262899313841664,0.237770168747249,0.0105697519759274
0.116798458969131,0.329614424430495,0.449996783263546,0.0422232548048282,0.0613670785319999
0.179322498758193,0.229910192932581,0.475378440091191,5.97926055492693e-05,0.115329075612486
0.121442523428209,0.382563096679896,0.287482501044188,0.122198324373351,0.0863135544743569
0.03005251235665,0.321247666481824,0.53097806890482,0.0122688636652306,0.105452888591476
0.122440219800542,0.17473496803631,0.286147354784071,0.331183961412157,0.0854934959669211
0.215359165428937,0.170526914286372,0.262179020545235,0.292244682712313,0.0596902170271428
0.18679714003637,0.184073213656279,0.229687888433248,0.354634461032513,0.0448072968415905
0.124541738902509,0.195133626929143,0.311405191219605,0.312768901317056,0.0561505416316869
0.122900473520588,0.480177878616749,0.230396457783549,0.0386533318239998,0.127871858255114
0.175113083566257,0.383104750761411,0.340908458091869,7.27027598489973e-05,0.100801004820614
0.694053114085414,0.118729752095929,0.0677167475330424,8.02767713388109e-07,0.119499583517901
0.423882687934555,0.124717171148991,0.336351719710969,1.53253692492725e-05,0.115033095836236
0.0403726748297545,0.23789606643742,0.649576662808293,2.28936018063243e-06,0.0721523065643521
0.13814109794557,0.457582232498558,0.183012620295935,0.158192475881904,0.0630715733780338
0.274170425797177,0.117255342310807,0.272438346918723,0.278759371877377,0.0573765130959156
0.293484747828096,0.156994116966786,0.258551931031896,0.25414047200332,0.0368287321699015
0.226498221218288,0.221691351180167,0.446294328107865,0.00101585959731313,0.104500239896367
0.126437022174722,0.49187192560009,0.310898792428994,1.8601388446473e-05,0.0707736584077476
0.249616836104182,0.443620412432128,0.193523638026487,0.0890794441554948,0.0241596692817083
0.0428628561730052,0.156018093078773,0.604661302346726,0.0769762247245297,0.119481523676966
0.0498061743516325,0.381016757301999,0.503149850245045,1.56034375188863e-05,0.066011614663804
0.0318595707754393,0.578016599779176,0.288505143411016,0.00230732771168027,0.0993113583226887
0.132384426917395,0.547360275537862,0.279291929022297,0.00502272264442889,0.0359406458780163
0.182370761230224,0.381640899391152,0.223911096777779,0.168200104615904,0.0438771379849411
0.162479072576313,0.222101372636618,0.166730786499648,0.428998082220334,0.0196906860670872
0.0537715369221384,0.382709153801504,0.482135064740131,0.000850103636312233,0.0805341408999141
0.0988134814502054,0.364792031036439,0.433853819686169,0.0426884094708901,0.0598522583562972
0.296181627070543,0.409047770345603,0.243893412932607,0.00590363791223231,0.0449735517390144
0.0799226814101898,0.521163713867602,0.335805081797452,0.000611312218272295,0.0624972107064836
0.123577615304897,0.420031318287213,0.381581170049418,7.49854041307776e-06,0.0748023978180582
0.668170456928994,0.107318941066276,0.0991262223632273,3.94089919224521e-06,0.12538043874231
0.533578888723268,0.201021636395931,0.16343583163509,0.000102536149968847,0.101861107095742
0.803347549363351,0.10130189330466,0.0631108637460234,1.47430166737272e-06,0.0322382192842987
0.497470616941313,0.152865224942011,0.143522619513144,1.33026412252479e-06,0.206140208339409
0.50610260749841,0.248945227753192,0.129050996502794,3.97878001372369e-06,0.11589718946559
0.760307759371649,0.0882852650802389,0.0674671850756462,1.48890207208385e-06,0.0839383015703937
0.0221762117422791,0.0803534889898314,0.856964231336399,4.23434939645438e-08,0.0405060255879962
0.10599336305175,0.474661071065415,0.344351103796334,9.72997768544277e-05,0.0748971623096463
0.102563337287216,0.333507984722733,0.48672294539749,3.06236514406681e-05,0.0771751089411206
0.343433128975394,0.170393436285174,0.382002835306585,0.0501093277374168,0.0540612716954301
0.52031837751219,0.150462194903598,0.203182198465225,1.19705556024402e-05,0.126025258563384
0.068171765042176,0.376874935774024,0.490765569482631,5.7651770869572e-05,0.0641300779302996
0.186474238042152,0.384767508164447,0.346128406526917,0.0306842649580613,0.051945582308422
0.268229621381377,0.238837831846883,0.396110046301324,0.072254547710667,0.0245679527597494
0.0285508054677372,0.424734733143896,0.42277883732726,4.86321237163827e-06,0.123930760848736
0.410090822657946,0.193093377029382,0.322130153724447,1.37983033050383e-07,0.0746855086051924
0.794743960476717,0.0408285432580639,0.101858378461411,4.40262124534015e-07,0.062568677541683
0.5959516726011,0.158426372466816,0.150147296277702,9.83211196443415e-06,0.0954648265424179
0.18909221392438,0.393426671259043,0.322685851086933,9.22100204539099e-07,0.0947943416294396
0.199017653161802,0.308042706722915,0.431936818726245,0.00322900981911129,0.0577738115699268
0.626559782030786,0.161524457664755,0.0900483140137923,1.29362791353221e-05,0.121854510011531
0.111597528268497,0.440791405471469,0.413188808901878,1.30488219561007e-05,0.0344092085362005
0.169734512287098,0.424990511367401,0.279794117662525,0.000115612344331881,0.125365246338643
0.0261401176410397,0.345627431006104,0.610657675803414,6.68944357975917e-06,0.0175680861058627
0.133324157783378,0.385962030474409,0.379150264252024,0.0431998394203754,0.0583637080698143
0.0156338187270519,0.129556523046503,0.825738588189664,5.19166392848771e-07,0.0290705508703886
0.0977870987519173,0.405836894141531,0.424702361698029,0.000115125324513717,0.0715585200840086
0.0838959752932981,0.438614492597646,0.383756032200161,5.9856088523282e-06,0.0937275143000429
0.142316987097667,0.398966046203446,0.354427032272196,0.0119087296845005,0.0923812047421894
0.574116201551347,0.170085711159208,0.114744958497595,1.78383765836592e-07,0.141052950408085
0.363736408420675,0.11865371112428,0.475274030970106,5.9575802091962e-09,0.0423358435273584
0.725398416025001,0.0600783893798451,0.141836446951663,9.46814124586311e-06,0.072677279502245
0.427638446928645,0.220187504220024,0.216957348650189,1.47707477537828e-07,0.135216552493664
0.608937813495177,0.0918847636490319,0.174131702435693,4.36386691960104e-06,0.125041356553178
0.131186808380781,0.160803855681938,0.664737103859203,8.88611859056484e-06,0.0432633459594878
0.659424678349052,0.0891591069496249,0.180146043137978,3.00341774804908e-06,0.0712671681455971
0.284698276542859,0.41599463971181,0.274634363111693,8.36180096150489e-06,0.0246643588326764
0.0910594336018259,0.249580981610229,0.602787621728322,1.61542769087732e-06,0.0565703476319328
0.068018905247524,0.293233572021024,0.59553233237616,5.8079445608879e-06,0.0432093824107313
0.0851261471713518,0.441543934293813,0.401137739637589,8.30729358135859e-08,0.0721920958243107
0.284448074149714,0.0326108174424184,0.582089831422746,6.9074613837279e-08,0.100851207910508
0.0444532082524935,0.453610384625055,0.316572776326926,1.82041370946168e-06,0.185361810381816
0.0134182237788049,0.280053962818006,0.677829805185421,1.48313119584832e-06,0.0286965250865725
0.0740312747256842,0.312774251079374,0.491305540303315,3.37092804712327e-06,0.12188556296358
0.281691658485334,0.202629184854004,0.365317400541904,0.00276187478272337,0.147599881336034
0.204320632381669,0.383186059015321,0.370280500858067,0.00553473909148072,0.0366780686534626
0.335550461667539,0.193035815949685,0.342724121579741,0.000398526192037663,0.128291074610998
0.160751021898298,0.33244603776699,0.462480701075992,0.000738280419755752,0.043583958838965
0.400064950499977,0.286830401578852,0.249363767532265,0.00937877885826723,0.0543621015306395
0.186695720781873,0.187180666526302,0.498213416726679,0.00353454442757098,0.124375651537576
0.0902086398113193,0.603557290326025,0.210374123166123,0.00671298849330128,0.0891469582032306
0.212166409128748,0.364535526072843,0.283199345568026,0.0717944503537081,0.0683042688766751
0.214339183072782,0.464583942731763,0.145840778358359,0.136714419664969,0.0385216761721269
0.255700055929181,0.273715202439942,0.310139688043807,4.98847986972518e-05,0.160395168788372
0.0929606011713271,0.497375801012301,0.274849505550741,5.18430612401607e-06,0.134808907959507
0.220493290211437,0.174613209459278,0.352711829883273,0.109533429548301,0.142648240897711
