"","EPL-IN","GC","M/TC","OSNs","PGC"
"16.918x16.996",0.198166270315237,0.428231424257356,0,0,0.373602305427407
"18.017x17.034",0.274437574017792,0,0.163794242479729,0,0.561768183502479
"20.075x17.059",0.179639447089882,0.0996931880972577,0.268222184596666,0,0.452445180216195
"18.979x17.065",0.216222373548811,0,0.285959728925874,0.0590976228518482,0.438720274673467
"21.937x16.967",0.228567144025647,0,0.40271488911266,0,0.368717966861693
"20.899x17.015",0.323713966089095,0,0.17593024256647,0,0.500355791344434
"24.121x17.055",0.390082823810414,0,0.271564049385679,0,0.338353126803907
"23.122x17.085",0.142223496612479,0.462305766129525,0,0,0.395470737257996
"25.068x16.996",0.223612671602305,0,0.44023156251718,0,0.336155765880515
"26.035x16.991",0.243527946282712,0,0.209894434368064,0,0.546577619349224
"26.987x16.997",0.215582774447895,0.0944082995664595,0.27205234048819,0,0.417956585497456
"27.948x16.969",0.25395563767904,0.0231292403570919,0.326933375111007,0,0.395981746852861
"9.868x17.084",0.362450795836421,0.0300606557999105,0.333811744950843,0,0.273676803412825
"9.004x17.028",0.46267353346007,0,0.206682016268495,0,0.330644450271435
"12.074x17.04",0.30367578997419,0.00242699989912292,0.273009842779055,0,0.420887367347632
"10.908x16.974",0,0,0,1,0
"13.045x17.149",0.144535972472208,0,0.305349350829728,0,0.550114676698064
"14.014x17.063",0.295643390573338,0.0255626075990336,0.27991090436458,0,0.398883097463048
"15.011x17.051",0.21808188938927,0.370197970373018,0,0,0.411720140237712
"16.003x17.048",0.27234042400462,0.277399385384059,0,0,0.450260190611321
"15.076x19.996",0.428923428887043,0.175416049762753,0.0286270240994824,0,0.367033497250722
"15.063x19.016",0.212676199922165,0.363285257168713,0,0,0.424038542909122
"15.019x18.024",0.207167934466468,0.382627223680239,0,0,0.410204841853294
"15.932x18.0",0.288711331400513,0.30652580317886,0,0,0.404762865420627
"15.893x20.047",0.14303781159755,0.363280580572044,0,0,0.493681607830406
"15.936x19.021",0.234906815942166,0.290821580377228,0,0,0.474271603680606
"12.973x18.014",0.22081919655649,0,0.493986723765479,0,0.285194079678031
"14.07x18.032",0.232099841602767,0.0639279219439012,0.270420714210924,0,0.433551522242407
"13.059x20.044",0.268442697875005,0.156036191663527,0.18992768298553,0,0.385593427475937
"14.013x19.054",0.283909676138004,0.0807290840172885,0.262427933567571,0,0.372933306277137
"14.004x20.024",0.227531523939176,0.338150718373143,0,0,0.434317757687681
"13.061x19.072",0.257151494410908,0,0.338089695009027,0,0.404758810580065
"13.969x21.05",0.109274497367734,0.428437180814676,0,0,0.462288321817591
"14.069x21.943",0.153194522050175,0.361120833733242,0,0,0.485684644216583
"13.058x22.014",0.173525374693845,0.376313069135496,0,0,0.45016155617066
"13.014x20.919",0.272431633959728,0.245541985569842,0.0542168074984751,0,0.427809572971955
"15.89x21.016",0.235153424952513,0.40769451662457,0,0,0.357152058422917
"15.084x21.071",0.160332056965122,0.246854510993132,0,0,0.592813432041746
"15.051x21.998",0.248594452657811,0.275444408148379,0,0,0.47596113919381
"15.996x22.102",0.209849078871251,0.289737352529929,0,0,0.500413568598819
"12.08x19.06",0.238924797762274,0,0.344147223412637,0,0.416927978825089
"12.121x18.058",0.281442432151221,0,0.117010528252825,0,0.601547039595955
"12.092x20.032",0.269860906390023,0,0.380570142124716,0,0.349568951485261
"10.896x18.992",0.22627750106195,0.0728655130637199,0.254856316103989,0,0.446000669770341
"10.877x17.97",0.420996529035031,0,0.24195063181542,0,0.337052839149549
"10.868x20.032",0.219347913716816,0,0.158796112590743,0,0.621855973692441
"9.959x20.044",0.200844780842813,0.0212572443950275,0.171724865487561,0,0.606173109274599
"9.918x18.981",0.295595761036438,0.00297458917917767,0.23120460366828,0,0.470225046116104
"9.023x19.044",0.38017835418917,0.0432427047750732,0.229325517926481,0,0.347253423109276
"9.018x20.048",0.429005126116372,0,0.306168737465581,0,0.264826136418047
"9.899x17.997",0.350401685017933,0.0626621227149114,0.219956307139435,0,0.366979885127721
"9.049x18.018",0.304593856831424,0.0361536073422843,0.27434456411169,0,0.384907971714602
"9.068x20.979",0.300354492601566,0,0.243474349290585,0,0.456171158107849
"9.906x20.97",0.251202238655543,0,0.157288588003902,0,0.591509173340555
"9.966x21.951",0.325539191151179,0,0.430801810085853,0,0.243658998762968
"9.059x22.014",0.207239121472425,0,0.143800459251312,0,0.648960419276263
"12.131x21.968",0.293033268985535,0.325195317573496,0,0,0.381771413440969
"12.073x21.045",0.356771632362601,0,0.252536687640847,0,0.390691679996552
"10.868x20.971",0.241664913906509,0,0.320188154840211,0,0.43814693125328
"10.903x21.945",0.35588031203331,0,0.198816421305887,0,0.445303266660803
"10.899x23.91",0.276036675452499,0,0.487392184238796,0,0.236571140308705
"12.153x24.01",0.192324911911786,0.346270997088855,0,0,0.461404090999359
"12.115x22.986",0.240100172384794,0.39226498557271,0,0,0.367634842042497
"10.857x22.897",0.272300185361792,0,0.449051081016312,0,0.278648733621896
"9.03x23.949",0.307988693242222,0,0.205828763258227,0,0.486182543499551
"9.056x22.94",0.237832402100084,0,0.090865050818896,0,0.671302547081019
"9.966x23.953",0.300228192406303,0.0435650727829078,0.293114604837461,0,0.363092129973329
"9.999x22.935",0.260078918301386,0,0.345190424906797,0,0.394730656791817
"9.074x24.935",0.318357602206017,0.00478107929037276,0.101578674851137,0,0.575282643652473
"9.951x24.909",0.229613327591926,0,0.365150747357431,0,0.405235925050642
"12.123x25.002",0.172201317748452,0.363761475235739,0,0,0.464037207015808
"10.86x24.947",0.308685990368517,0,0.314776215904655,0,0.376537793726828
"15.949x22.955",0.181985809336984,0.395333168541395,0,0,0.422681022121622
"15.98x23.961",0.201830733990061,0.37386542574803,0,0,0.424303840261909
"15.009x22.966",0.100133929991627,0.355016832482641,0,0,0.544849237525732
"15.073x23.973",0.141369589258956,0.327740513247184,0,0,0.53088989749386
"13.048x23.951",0.268844784937576,0.304340927487181,0,0,0.426814287575243
"13.067x22.915",0.221968531507925,0.282779450382742,0,0,0.495252018109333
"14.05x23.965",0.263228685155533,0.132175919310681,0.10548124431697,0,0.499114151216816
"14.048x22.95",0.265511641858297,0.242978959964563,0,0,0.49150939817714
"13.111x24.919",0.276991291872128,0.280266490576618,0,0,0.442742217551254
"14.085x24.905",0.188616222226566,0.348989537822421,0,0,0.462394239951013
"15.033x24.886",0.147793249002764,0.177295272819027,0.133652216816897,0,0.541259261361311
"15.953x24.959",0.304212835987335,0.27040278972363,0,0,0.425384374289036
"29.058x18.046",0.235250558725184,0.0482400497134134,0.313301632463163,0,0.40320775909824
"29.077x18.972",0.25502214163206,0.0262424252792071,0.381873265725256,0.0570884706444117,0.279773696719065
"29.042x20.088",0.272157857531522,0.0214119161606283,0.305548659723668,0,0.400881566584182
"28.971x20.971",0.281148193332173,0.00657010665416298,0.419238994747683,0,0.293042705265982
"28.989x21.969",0.243408606034064,0,0.355432635487405,0,0.401158758478531
"27.011x20.052",0.345587250488856,0,0.0706401833049049,0,0.583772566206239
"26.98x18.983",0.281404396810675,0,0.335147632911938,0,0.383447970277387
"26.993x17.966",0.398669941015819,0,0.376184519888603,0,0.225145539095578
"27.979x17.991",0.275089731765945,0,0.269317653832185,0.160039743433759,0.295552870968111
"28.011x18.987",0.320681042813036,0.0487992077634943,0.251381745353678,0,0.379138004069792
"27.995x20.017",0.287363361697973,0,0.285631937086276,0.275159462103895,0.151845239111857
"25.06x19.024",0.277713908665553,0,0.438578086902334,0,0.283708004432112
"25.062x20.007",0.261891503920679,0,0.424827089909532,0,0.313281406169789
"26.027x20.023",0.226152110421175,0,0.284717275358854,0,0.489130614219971
"26.064x17.981",0.243279194038983,0,0.0552026094151465,0,0.701518196545871
"25.044x18.022",0.281039925959077,0,0.328414054343053,0,0.390546019697869
"26.071x18.994",0.257274325023082,0,0.0288683023310666,0,0.713857372645851
"26.111x21.979",0.273740606539524,0,0.562899172932832,0,0.163360220527643
"25.055x21.994",0.151490036683835,0.463958719854237,0,0,0.384551243461928
"26.076x20.965",0.196497112153807,0,0.369302788679607,0,0.434200099166587
"25.04x21.01",0.350770064012456,0,0.317458870392585,0,0.331771065594959
"27.937x20.97",0.327819596426933,0,0.192331509316135,0,0.479848894256932
"27.038x20.951",0.248172017887919,0,0.300547232838118,0,0.451280749273963
"26.991x21.958",0.332147085698672,0,0.351136667455691,0,0.316716246845637
"27.97x21.947",0.234656575081977,0,0.171361070990271,0,0.593982353927752
"27.977x22.897",0.280955110448758,0,0.5028364570522,0,0.216208432499042
"28.0x23.902",0.235164581354562,0,0.350851642440097,0,0.413983776205341
"27.012x22.908",0.26084594584464,0,0.464425823009027,0,0.274728231146332
"26.993x23.896",0.264602263874091,0,0.461962375988422,0,0.273435360137487
"26.03x23.935",0.136858473243337,0.459739711780384,0,0,0.403401814976279
"26.072x22.884",0.215653549300181,0.331380787489732,0,0,0.452965663210087
"25.107x22.896",0.189878294070017,0.386722041496152,0,0,0.423399664433831
"25.119x23.921",0.0767254470785927,0.373920153792458,0,0,0.549354399128949
"25.013x24.806",0.129873800717134,0.362527128632848,0,0,0.507599070650019
"26.159x24.845",0.215877793456664,0.395671787530319,0,0,0.388450419013016
"27.976x24.882",0.300637532429847,0,0.327979265494484,0,0.37138320207567
"27.031x24.865",0.212813320952628,0,0.504648925176652,0,0.28253775387072
"28.98x23.89",0.242371537951624,0,0.0678368780253041,0,0.689791584023072
"28.994x22.861",0.21793403083861,0,0.147835166444598,0,0.634230802716792
"29.007x24.906",0.374769179916358,0,0.167186779168612,0,0.45804404091503
"23.159x20.027",0.104383406721783,0.323227309820183,0,0,0.572389283458034
"23.1x19.036",0.270263224651433,0.214140289067146,0.0278793692106258,0,0.487717117070795
"24.124x19.029",0.216563311704053,0.359524615247297,0,0,0.42391207304865
"24.122x18.025",0.238018625454755,0.348579442595383,0,0,0.413401931949862
"24.096x20.049",0.121701409328415,0.444463957320801,0,0,0.433834633350784
"23.114x18.019",0.189664767249797,0.300991713328551,0,0,0.509343519421652
"21.919x17.952",0.335685346010728,0.129246572746332,0.214167855402567,0,0.320900225840374
"20.975x20.036",0.306028559520132,0,0.346415770439119,0,0.347555670040749
"20.97x17.974",0.280744100185812,0,0.267651023522473,0,0.451604876291715
"21.934x18.934",0.254314637929494,0.181377844676532,0.141634961633567,0,0.422672555760408
"21.956x19.964",0.299440701541835,0,0.386001863949708,0,0.314557434508457
"20.96x18.968",0.291445532860518,0,0.273739892830033,0,0.434814574309448
"20.929x20.972",0.21525739189033,0,0.309246871988705,0,0.475495736120965
"21.933x21.931",0.241194653451234,0,0.554356911504662,0,0.204448435044103
"21.006x21.941",0.172611378397215,0,0.278016445069227,0,0.549372176533558
"21.976x20.925",0.229566870880571,0.0481066883909171,0.342570332439818,0,0.379756108288693
"24.1x22.013",0.181669059359213,0.393900530825853,0,0,0.424430409814934
"23.115x21.019",0.0545188022714945,0.429485788635941,0,0,0.515995409092564
"23.156x22.013",0.136751357295541,0.383614176298535,0,0,0.479634466405924
"24.13x21.008",0.17904204256921,0.437866747692476,0,0,0.383091209738314
"19.037x17.976",0.146963478392907,0.167533863402736,0.224628755102785,0,0.460873903101572
"20.051x20.007",0.227947397138889,0.0867019802398182,0.237342906879125,0,0.448007715742168
"18.978x20.047",0.284000264539143,0,0.212420912089701,0,0.503578823371156
"18.957x18.977",0.244060067670813,0.0580976230341098,0.320049193756305,0,0.377793115538772
"19.993x18.035",0.0982563045376429,0.156261987649947,0.310640287050838,0.0774829081296196,0.357358512631953
"20.062x19.0",0.245403780415347,0.101473366928044,0.251175105473794,0.0321544182245952,0.369793328958219
"16.987x17.981",0.376483547575551,0.0647206015791568,0.151586775658907,0,0.407209075186385
"17.028x19.984",0.195304591098981,0,0.403658353470692,0,0.401037055430328
"17.956x18.006",0.25986997874848,0,0.314104192226097,0,0.426025829025422
"16.987x18.995",0.375309169186538,0,0.321473209277133,0,0.303217621536329
"17.976x19.0",0.34526465432179,0,0.175487804557842,0,0.479247541120368
"17.998x20.091",0.503075591113122,0,0,0.496924408886878,0
"18.068x22.018",0.206939817504575,0,0.0513535934660476,0,0.741706589029378
"17.988x21.045",0.208903909384067,0,0.0311857844404381,0,0.759910306175495
"16.981x20.987",0.307387559696437,0,0.443262384627387,0,0.249350055676176
"16.965x22.101",0.272795374156922,0,0.450041997343244,0,0.277162628499834
"19.032x21.982",0.361634977282783,0,0.314391667256732,0,0.323973355460485
"18.98x21.065",0.327822278045553,0.0271035717987516,0.22245295286749,0,0.422621197288205
"20.072x20.997",0.238760598682905,0.0456192529193585,0.309090796276649,0,0.406529352121087
"20.053x21.979",0.214555324723442,0.0514251475469829,0.236799938157528,0,0.497219589572048
"20.078x22.838",0.199106067537247,0.0412007315521523,0.263733200875753,0,0.495960000034848
"20.111x23.889",0.199225795872722,0.0229580773359899,0.198028467165815,0,0.579787659625472
"19.039x23.982",0.252969375816881,0.0569655962742961,0.334021368203887,0,0.356043659704936
"18.984x22.881",0.266307005118449,0.027894455796541,0.373297704445969,0,0.332500834639041
"16.93x22.932",0.213589570504429,0,0.413314508976712,0,0.373095920518859
"18.155x22.881",0.143098253634427,0,0.222406723643468,0,0.634495022722104
"16.869x23.909",0.281777011960927,0,0.447597468836936,0,0.270625519202137
"18.126x23.926",0.219705798972657,0,0.18850666606451,0,0.591787534962833
"16.988x24.905",0.26827820919592,0,0.365136328456744,0,0.366585462347336
"18.033x24.967",0.285404492505817,0,0.47578749133316,0,0.238808016161024
"18.997x24.953",0.363693257462313,0,0.322469452744765,0,0.313837289792922
"20.094x24.903",0.132684442463133,0.0278177979053843,0.195258121204032,0,0.64423963842745
"23.176x22.999",0.134090161152987,0.424652361387227,0,0,0.441257477459786
"24.112x22.904",0.0194870376503208,0.284273980172896,0,0,0.696238982176783
"24.115x23.954",0.121187512169445,0.304614300976196,0,0,0.57419818685436
"23.182x23.977",0.159787580669035,0.374734247440462,0,0,0.465478171890503
"20.923x23.871",0.219879686742302,0,0.338953737848772,0,0.441166575408925
"21.938x23.891",0.345175856223369,0,0.226622857153821,0,0.42820128662281
"21.949x22.839",0.169345193163928,0,0.487224284884167,0,0.343430521951906
"21.011x22.796",0.17363663174941,0,0.37511613168184,0,0.451247236568749
"21.016x24.87",0.173098527658067,0,0.580078810237507,0,0.246822662104425
"21.956x24.877",0.262438612361888,0,0.353563905147529,0,0.383997482490583
"23.227x24.938",0.0882701843574129,0.392282908889117,0,0,0.51944690675347
"24.213x24.842",0.119075068032465,0.44860608650765,0,0,0.432318845459886
"17.994x15.992",0.234599644326751,0,0.308199982463875,0,0.457200373209374
"16.927x15.977",0.186331143055717,0,0.390445245791075,0,0.423223611153209
"18.904x15.986",0.360288553004412,0.0529470678259975,0.255294008830705,0,0.331470370338885
"20.085x15.949",0.180498868969928,0.061510934387827,0.333079257645814,0,0.424910938996431
"21.901x15.95",0.199525727306445,0,0.381267405845279,0,0.419206866848276
"20.933x15.956",0.16316845061374,0.151106930570142,0.267378979333722,0,0.418345639482396
"23.132x16.038",0.330359192455425,0,0.384826563983598,0,0.284814243560976
"24.059x16.02",0.313996987010354,0,0.364697782782442,0,0.321305230207203
"26.042x15.983",0.251450738258844,0,0.265338927394892,0,0.483210334346264
"25.075x16.007",0.193758083911708,0,0.303543203171211,0,0.502698712917081
"26.992x15.973",0.250449503450626,0.0477238077639786,0.321972495247738,0,0.379854193537658
"9.885x15.988",0.310473868744035,0.0703302698867084,0.215508429131273,0,0.403687432237983
"12.064x16.067",0.32681244631007,0.0191188131782056,0.341985326077233,0,0.312083414434492
"10.877x15.971",0.256244558087522,0.0839631810740871,0.309181804107533,0,0.350610456730858
"13.093x16.033",0.265727619888144,0,0.0682701791886579,0,0.666002200923198
"14.008x16.038",0.322947428311386,0.0193030464301902,0.241413330581504,0,0.41633619467692
"15.956x16.001",0.277226132002589,0.360288109834281,0,0,0.362485758163129
"15.001x16.014",0.383059834995336,0.182455904813004,0.0352404853176249,0,0.399243774874036
"17.002x15.002",0.260732687453568,0,0.45431781040217,0,0.284949502144262
"17.969x15.026",0.19146870405727,0,0.198051650908573,0,0.610479645034157
"12.045x15.052",0.267409296920724,0.153336987673396,0.257281669060244,0,0.321972046345635
"10.877x14.964",0.330338708163591,0.0608202469600067,0.23163976225071,0,0.377201282625692
"15.026x15.004",0.335559805802581,0,0.24954130857488,0,0.41489888562254
"15.908x15.036",0.36188131208133,0,0.347805368432891,0,0.290313319485779
"13.083x15.039",0.207403608369927,0.103561506888588,0.225619316789177,0,0.463415567952309
"13.973x15.034",0.18077042328683,0,0.340917962629996,0,0.478311614083174
"23.151x15.033",0.248394008148483,0,0.168304918986919,0,0.583301072864598
"24.092x15.02",0.128539597867213,0,0.088040721528196,0,0.783419680604591
"21.908x14.979",0.165068544632161,0,0.10861372663446,0,0.72631772873338
"25.077x15.02",0.306214786963894,0,0.299837669442432,0,0.393947543593675
"17.983x13.979",0.261341689362751,0,0.27977975625749,0.116906030979934,0.341972523399826
"16.906x13.965",0,1,0,0,0
"15.042x14.003",0.137487601538803,0,0.294148341332308,0,0.568364057128888
"15.96x13.988",0.144390280685063,0,0.216539932122931,0,0.639069787192006
"14.015x14.092",0.402737274544898,0,0.206113818880444,0,0.391148906574658
"9.938x25.924",0.193772368900632,0,0.12144243625404,0,0.684785194845328
"10.906x25.928",0.317296058558459,0.017320360641477,0.246174113354467,0,0.419209467445597
"12.211x26.031",0.298637748223197,0.284254665570172,0,0,0.417107586206631
"13.941x25.99",0.208051951632844,0.31357958962302,0,0,0.478368458744137
"13.052x25.997",0.1114952943682,0.499889364367624,0,0,0.388615341264176
"15.065x25.942",0.27956560717827,0.265413603359697,0,0,0.455020789462033
"15.954x25.936",0.228729430953902,0.300733118060547,0,0,0.470537450985551
"25.117x25.95",0.0781065001676388,0.516149040808278,0,0,0.405744459024083
"26.096x25.912",0.251297555000251,0,0.489487799867439,0,0.259214645132311
"26.984x25.925",0.308025421405717,0,0.264369715591194,0,0.427604863003089
"27.963x25.91",0.24562666726168,0,0.2108960255745,0,0.543477307163819
"28.951x25.907",0.328950958391674,0,0.221335741348086,0,0.449713300260239
"16.996x25.92",0.398402344198707,0.160136544012339,0,0,0.441461111788953
"17.98x25.935",0.249279244709054,0,0.396817019042798,0,0.353903736248149
"19.04x25.9",0.240242376394272,0,0.243952996182222,0,0.515804627423507
"20.045x25.924",0.271868091667381,0,0.293279542314517,0,0.434852366018102
"20.999x25.892",0.277828479640395,0,0.185608105157417,0,0.536563415202188
"21.945x25.895",0.225255117000034,0.180820448891383,0.209776549508655,0,0.384147884599928
"24.036x25.953",0.166657449332625,0.450166470967229,0,0,0.383176079700146
"23.245x26.014",0.217283088754244,0.294359231679423,0,0,0.488357679566333
"23.217x27.926",0.180870187717128,0.167675888128668,0.291118344575081,0,0.360335579579122
"24.171x27.919",0.347874778066792,0.0258429478938558,0.295124524640501,0,0.331157749398851
"24.133x26.965",0.219008274976339,0.385948134048839,0,0,0.395043590974822
"23.159x27.0",0.630979780108245,0,0.369020219891755,0,0
"21.971x27.883",0.284089001443749,0.00379875255534148,0.168469721344947,0,0.543642524655963
"21.992x26.873",0.160032428171831,0.14879440846023,0.230548725665772,0,0.460624437702167
"27.017x26.917",0.225053943760012,0,0.36316106726622,0,0.411784988973769
"27.013x27.885",0.331454253369014,0,0.219228918231357,0,0.449316828399629
"25.105x26.949",0.283341436193183,0,0.410322181409319,0,0.306336382397498
"26.095x27.828",0.309055910854075,0,0.159041332523808,0,0.531902756622117
"25.068x27.858",0.308479964196703,0,0.329719124792419,0,0.361800911010878
"26.04x26.933",0.344458379427525,0,0.326521040800894,0,0.329020579771582
"15.942x26.943",0.243419970196314,0.330934288812607,0,0,0.425645740991079
"16.002x27.941",0.304440814540954,0.135887299883538,0.122702135935674,0,0.436969749639834
"15.102x26.951",0.175574780786597,0.411440875811634,0,0,0.41298434340177
"15.035x27.891",0.272229152366171,0.2993033647071,0,0,0.428467482926729
"13.133x26.968",0.322027740424136,0.274910621191368,0,0,0.403061638384497
"14.07x27.899",0.303046664759718,0,0.366719165011141,0,0.33023417022914
"13.979x26.983",0.181068057544143,0.387963004130364,0,0,0.430968938325493
"13.087x27.961",0.186413803311625,0.124621781566127,0.222449830375139,0,0.46651458474711
"10.892x26.911",0.21781679816234,0,0.384360898918128,0,0.397822302919532
"12.139x28.005",0.23780049903387,0,0.300286265433421,0,0.461913235532709
"12.068x26.999",0.282016662238391,0.104361032914866,0.25292032700594,0,0.360701977840803
"16.981x26.937",0.33879070575521,0,0.285021257859236,0,0.376188036385554
"18.038x27.974",0.27773153756735,0,0.0913751913050433,0,0.630893271127606
"18.004x26.964",0.25327758642154,0,0.496010915761512,0,0.250711497816948
"16.996x27.901",0.275953877695439,0,0.329712181153764,0,0.394333941150797
"14.058x28.995",0.334941293455222,0.111895693782424,0.08693090808656,0,0.466232104675794
"15.956x28.912",0.330324369810122,0.0462002743572575,0.21759997604941,0,0.40587537978321
"15.037x28.942",0.295599915688165,0.101507878981845,0.170057016294796,0,0.432835189035194
"16.969x28.883",0.214170876198244,0,0.21581367097034,0,0.570015452831416
"9.92x26.907",0.361788237386564,0.0825513388379347,0.0643767857136299,0,0.491283638061871
"7.962x22.994",0.369874519702039,0,0.271435890723963,0,0.358689589573998
"20.973x26.907",0.191645844535428,0.0242704385781728,0,0,0.784083716886399
"18.97x26.953",0.347243635814471,0,0.280817056557198,0,0.371939307628331
"27.93x26.89",0.236115620410161,0,0.160341838663424,0,0.603542540926415
"24.114x28.955",0.35547695801102,0,0.197685306769055,0,0.446837735219925
"25.134x28.934",0.335845017879609,0,0.0676360789699581,0,0.596518903150433
"29.961x18.97",0.404928956343644,0,0.295980255797495,0,0.299090787858861
