,B,CAF,Endo,Macro,Mal,NK,T
7x15,2.3536581158638,0.31714368909597396,0.43318756073713305,1.135498398542404,13.753295278549194,0.123074147477746,1.1621650159358978
7x16,0.04170178659260273,0.2780210435390472,0.1683235540986061,0.8483132719993591,4.193465685844421,0.23827407211065293,0.8375174641609192
7x17,2.044310474395752,0.44732012003660204,0.09571359790861607,0.3216166257858276,3.9905898332595826,0.02179186474531889,0.23308128491044044
7x18,2.1908928394317626,0.08741664849221706,0.06725773699581623,0.214125294983387,6.576322555541992,0.011207183776423336,0.3015400156378746
8x13,1.4818717420101166,0.29235315322875977,0.07799827829003333,0.3715727895498276,2.9537651419639586,0.08752445876598358,0.33613223731517794
8x14,3.106369984149933,2.0072106957435607,0.7888550817966461,9.378418111801148,14.775822591781616,0.7383389204740525,5.5536048412323
8x15,0.19354652762413024,1.997938323020935,0.7633708655834198,9.024757623672485,29.169193935394286,0.5874245285987854,3.7578548192977905
8x16,0.3253375947475433,0.24859075099229813,0.16263024434447287,0.3669522061944008,4.951245450973511,0.0361644696444273,0.31281386464834215
8x17,32.08950366973877,3.06234370470047,0.9185086518526078,3.617391562461853,1.5479339480400085,0.7547121524810791,8.249108266830444
8x18,1.4806917786598206,0.7930266052484513,0.12900414690375328,0.5065118610858917,4.2480748176574705,0.09100057184696198,0.4728147625923157
8x19,1.3905959367752074,0.12006049863994121,0.06092893239110708,0.05066831540316344,5.345289969444275,0.01801344659179449,0.07707879431545735
9x13,4.872581744194031,1.5477480471134186,0.6232050061225891,2.4833070278167724,4.6402408361434935,0.6500481247901917,4.98780369758606
9x14,13.43661961555481,5.832937216758728,2.4002387523651123,13.926316690444946,16.34979419708252,2.3629080057144165,15.826732730865478
9x15,17.31180429458618,2.0141783714294434,0.9949059009552002,9.661807966232299,30.472225761413576,1.3257870614528655,10.106744480133056
9x16,0.24298684000968934,0.8240671396255493,1.288515418767929,5.928923487663269,19.20234203338623,0.7266719996929168,4.026253700256348
9x17,9.748771286010742,1.1889697909355164,0.8555648356676102,0.9790745615959168,0.8937265753746033,0.14881571978330613,2.848696768283844
9x18,1.3435691714286804,1.5618232190608978,0.9553428947925567,0.9962954014539719,6.350954842567444,0.1203315544873476,1.1012878715991974
10x13,2.6564652800559996,0.7878591448068619,0.669875505566597,1.6206180572509765,5.496171760559082,0.19638019800186157,1.6656581699848174
10x15,1.0705571174621582,1.8219174325466156,0.7070076048374176,2.8601419806480406,20.05889892578125,0.20479942858219147,1.526017564535141
10x16,4.325184965133667,2.2246791243553163,0.5198232501745224,3.8601998567581175,4.324185228347778,0.8066693156957626,3.5783887028694155
10x17,3.265760135650635,1.9094390094280242,0.3518567129969597,2.121968615055084,3.7328494071960447,0.22861575111746787,1.5371930539608
10x18,0.6704032599925995,2.2071757555007934,0.18461829274892808,1.0043374121189117,3.0148332715034485,0.03688039965927601,0.4823543533682823
11x12,2.192462515830994,0.4112765610218048,0.13222527652978897,0.5255432277917862,2.350074315071106,0.04358487501740456,0.8326461642980576
11x13,30.263029766082763,3.3230937123298645,1.2955043375492097,3.8881531953811646,14.515244245529175,0.840120130777359,9.310407829284667
11x14,0.6741871297359466,0.9224986523389817,0.37122485041618347,2.235739827156067,49.84519863128662,0.21340318620204926,1.3768202781677246
11x15,0.920070168375969,0.5308951556682586,0.42533840537071227,1.4319611191749573,55.16522731781006,0.14400267377495765,0.8532205402851105
11x16,2.7158299803733827,1.505157619714737,0.5982714504003525,1.72905735373497,17.975367546081543,0.24081811606884002,1.608439064025879
11x17,3.017494225502014,2.7125420570373535,0.45878861993551256,1.959113222360611,7.180028891563415,0.36235655248165133,2.0140684485435485
12x12,1.9110746800899505,0.5676928877830505,0.30850215554237365,0.9883608162403107,12.274072313308716,0.09421746022999286,0.7872708022594452
12x13,2.9942896366119385,0.46374436765909194,0.636740317940712,1.2573818027973176,25.54896287918091,0.07413964681327342,0.8781900912523269
12x14,2.4234714031219484,0.280419810116291,0.7967182189226151,1.3167917430400848,39.2608549118042,0.11173153892159463,0.8350077271461487
12x15,5.017973804473877,0.8331402391195297,1.0853333652019501,1.7082072734832763,37.584798431396486,0.22301768735051156,2.1742697834968565
12x16,13.651275730133056,4.264540886878967,1.8146931886672975,19.37770872116089,13.473350715637206,2.6410120010375975,16.101992702484132
12x17,4.882028079032898,3.022867476940155,1.100660651922226,3.008591318130493,3.5809825539588926,0.5882069438695907,2.2195059299468993
13x11,0.07507369257509708,0.20030181854963303,0.23569728434085846,0.6598493009805679,7.526968860626221,0.03347075395286083,0.13282970637083052
13x12,0.015364700229838492,0.09431876502931118,0.1628865644335747,0.01732101123780012,28.38909168243408,0.0031593433232046664,0.005249664862640202
13x13,0.032589104399085043,0.06472593620419502,0.14108659625053405,0.08785923793911934,42.20596771240234,0.016089984122663735,0.030620950087904934
13x14,5.199941396713257,1.4024917364120484,0.28585523217916486,3.937692165374756,23.707906436920165,0.24805616736412048,2.0889343500137327
13x15,0.23057016730308533,0.33678778558969497,0.29830818325281144,0.5541001826524734,33.57497386932373,0.056665480323135856,0.35717364996671674
13x16,0.36809243708848954,1.99586523771286,1.2715207397937776,7.706713533401489,37.635879325866696,0.8527710467576981,4.516011452674865
13x17,1.0973040223121644,1.9778707325458527,0.5082132667303085,1.1262593746185303,3.9034286379814147,0.1619843527674675,2.1259496450424193
13x18,0.5527337580919266,0.9831681817770004,0.12925973087549208,0.891949039697647,3.206514608860016,0.07245715074241162,0.46877516657114027
14x7,0.004972179653123021,0.04539840631186962,0.23703918531537058,0.02393351634964347,31.304440784454346,0.002158314676489681,0.0037161865155212583
14x8,0.012852338515222073,0.13641320168972015,0.14470598846673965,0.16507387459278106,39.7331579208374,0.013381660357117653,0.04175335299223661
14x9,1.5381459653377534,2.0755982995033264,0.24297861978411675,2.179584062099457,8.204108333587646,0.3391087517142296,1.6614820957183838
14x10,0.004812972596846521,0.1583840824663639,0.057184301875531675,0.129847464710474,28.410174655914307,0.006289619067683816,0.010909509565681218
14x11,0.018726115114986897,0.05705717541277409,0.21174171939492226,0.05385478343814611,20.149449253082274,0.009507382428273559,0.01125535937026143
14x12,0.051737334206700326,0.06062202900648117,0.08744572512805462,0.009021124895662069,38.37974262237549,0.003313784149941057,0.007451850059442222
14x13,1.4470413029193878,0.15413893908262252,0.09990484975278377,0.8622476607561111,16.47293519973755,0.05397484134882689,0.4814958229660988
14x14,0.8881954312324524,1.520233255624771,0.818520724773407,3.963627564907074,28.644108486175536,0.235588176548481,1.4357249915599823
14x15,0.038263772055506705,0.4187413156032562,0.255108517408371,1.2532208204269408,43.41445617675781,0.07556973919272424,0.45222930163145064
14x16,16.537479877471924,1.601446408033371,1.610137140750885,4.4718777418136595,37.57344989776611,0.6292034298181534,4.5116184711456295
14x17,2.3669906735420225,2.5983535766601564,0.5609993308782578,2.4636571168899537,1.8709371387958527,0.27363335639238356,2.8484545826911924
14x18,1.0472205400466919,1.8998636305332184,0.6017442256212234,0.8747303187847137,4.463603734970093,0.10022445805370808,0.3886313572525978
15x5,0.5080366939306259,0.4770584747195244,0.2336660549044609,1.026611989736557,6.927522873878479,0.07918020859360694,0.49832789301872255
15x6,0.0320489140227437,0.8469524949789047,0.4061893537640572,2.483154821395874,12.03888897895813,0.21216004714369774,1.2238674819469453
15x7,0.12549364231526852,2.038274276256561,1.1747907936573028,5.778033995628357,30.982282161712646,0.41408955305814743,2.7813886284828184
15x8,0.020944353006780148,0.8381702750921249,0.3920512855052948,3.5233421206474302,19.80229663848877,0.12069791108369828,0.9238010287284851
15x9,0.07541338466107846,2.062024486064911,0.8535710513591767,5.9034019947052006,51.30031852722168,0.3489684283733368,1.9047720789909364
15x10,0.004190119006671012,0.04970409981906414,0.3321284711360931,0.015905210189521315,79.10565948486328,0.0045111813116818665,0.002742867660708726
15x11,0.008024975378066302,0.052241704799234866,0.0983248621225357,0.04509184788912535,17.101898860931396,0.015138441696763039,0.018129799421876668
15x12,0.12545017451047896,0.3520201474428177,0.12728995978832244,0.4819748803973198,17.062617206573485,0.06904705017805099,0.3564889162778854
15x13,0.00969698065891862,0.2031864754855633,0.22433884739875795,0.0714417565613985,55.23076705932617,0.008379851281642915,0.01089479704387486
15x14,0.02038113782182336,0.12279453501105309,0.3751741603016853,0.09933572188019753,43.3665849685669,0.009192614816129208,0.016544688772410155
15x15,0.042669881507754324,0.17848313376307487,0.46839692294597624,0.5209059864282608,30.865061855316164,0.0247484914958477,0.16240289956331252
15x16,0.048183663934469226,0.8671838760375976,0.8274757325649261,3.7038441061973573,69.68296432495117,0.19045686572790146,1.2884266257286072
15x17,4.1656735897064205,3.4534709095954894,0.887562695145607,4.784192895889282,10.54406704902649,0.7151214599609375,4.6862540483474735
15x18,1.3416655838489533,0.33023438453674314,0.11841434873640537,0.32786566615104673,3.8418388247489927,0.013241126434877515,0.08401259407401085
16x3,0.5358286619186401,0.28907252550125123,0.1370985686779022,0.4199618861079216,3.9505427956581114,0.0249818928539753,0.3807054996490479
16x4,0.015106171043589712,0.22428808882832527,0.181280680000782,0.9649140745401382,8.459648036956787,0.03563948385417461,0.35746554285287857
16x5,0.05586358662694693,0.020526865497231483,0.30285786390304564,0.01590866521000862,32.543769454956056,0.0056289542000740765,0.009253055648878216
16x6,0.014389931270852686,0.12541016563773155,0.1586378514766693,0.4743404150009155,26.298978424072267,0.01633678749203682,0.06696948185563088
16x7,0.01300959805957973,0.46704559326171874,0.2646296709775925,1.6446645736694336,52.21217002868652,0.052084977738559246,0.3217113748192787
16x8,0.06690323427319526,1.285221093893051,0.881324702501297,3.135269808769226,21.785761451721193,0.2831225201487541,2.059313690662384
16x9,0.007196161756291985,0.06869679875671864,0.13259200155735015,0.06655549854040146,41.90452289581299,0.0051156188361346725,0.008968575485050678
16x10,0.026262121461331844,0.06461280025541782,0.10250071510672569,0.18492615297436715,47.841910934448244,0.006542878621257841,0.0168447301723063
16x11,0.006677976436913014,0.1128277275711298,0.2964551255106926,0.13217745572328568,67.26592979431152,0.00848595453426242,0.011281303502619267
16x12,0.006168761034496129,0.07533161714673042,0.1801528476178646,0.018062384333461523,56.77283420562744,0.00481774911750108,0.005432117125019432
16x13,1.3125108003616333,0.4572177857160568,0.09428659044206142,0.37925736159086226,42.60957298278809,0.021190169360488655,0.1385068841278553
16x14,0.04633285310119391,0.08559539131820201,0.08482772447168828,0.057669521495699885,31.406651878356932,0.008288266835734248,0.012420273432508112
16x15,0.02225091541185975,0.31417936980724337,0.36740701645612717,0.6497943103313446,82.21158943176269,0.043307481147348885,0.18169633150100709
16x16,1.3735640227794648,0.9209852516651154,0.586193659901619,3.2390899300575255,21.178692722320555,0.3433157876133919,2.0812778949737547
16x17,2.2727049827575683,2.6267160534858705,0.5609948694705963,1.7348878979682922,3.490269124507904,0.3560004413127899,2.300716054439545
16x18,1.9458682596683503,0.45892206877470015,0.31880885213613513,0.543873918056488,4.5880414009094235,0.054044784419238566,0.5680615305900574
16x19,1.9011517226696015,0.8361392319202423,0.5490521162748336,0.5564627021551132,4.53942904472351,0.19676570370793342,0.5386075288057327
17x4,0.02146383821964264,0.30686810314655305,0.24587910026311874,1.6410354316234588,4.701102352142334,0.24288483932614327,0.974903580546379
17x5,0.024729513935744765,0.6999476701021194,0.4792412921786308,2.6905910849571226,25.670433235168456,0.19196103289723396,1.198763233423233
17x6,0.007932650716975331,0.10497259981930257,0.08986253961920738,0.969490909576416,31.87712163925171,0.03528900612145662,0.1251493465155363
17x7,0.04398980047553778,0.5815156847238541,0.40368901044130323,2.4392949819564818,20.95540895462036,0.12044249363243581,1.2149671852588653
17x8,0.02894930159673095,0.14932507872581482,0.19297100603580475,0.8427779167890549,12.340496063232422,0.015913638379424812,0.14381189420819282
17x9,0.007244645315222442,0.15469856485724448,0.2658446952700615,0.4873577803373337,43.54921894073486,0.015388182736933233,0.0443437809124589
17x10,0.006606172397732734,0.088554722443223,0.1812375158071518,0.053717552125453955,51.523182487487794,0.009233654197305442,0.00792932917829603
17x11,0.015162657061591745,0.17400839626789094,0.13046426847577094,0.09953067526221275,67.22313919067383,0.010846222331747413,0.015155839547514916
17x12,0.02496873633936048,0.32916784137487415,0.16844742596149445,0.5219218105077743,41.60272445678711,0.043635852821171286,0.2339615263044834
17x13,0.015196355804800988,0.06389607563614845,0.07533317692577839,0.11716198101639748,44.02150325775146,0.0062552511924877765,0.02060789754614234
17x14,0.009492011880502105,0.1135378398001194,0.45964070558547976,0.21365211606025697,72.60699348449707,0.008334451774135231,0.02120231054723263
17x15,0.3830215409398079,0.24653933495283126,0.11777028664946557,0.5162559241056442,12.383086395263671,0.033752559870481494,0.4328911155462265
17x16,4.973204517364502,2.5923943638801576,0.9077726811170578,2.8739187359809875,12.870995426177979,0.46567751169204713,2.924680304527283
17x17,0.4807981953024864,2.2819579958915712,0.33722030371427536,1.37464080452919,5.356293487548828,0.26032871603965757,1.0906815111637116
17x18,1.4306854069232942,0.7676858812570572,0.2992880940437317,0.6072641342878342,6.744106793403626,0.08668361082673073,0.7837556511163711
17x19,1.6817503333091737,0.6457005560398101,0.2298614077270031,0.33927103579044343,2.4487909078598022,0.01502449787221849,0.3341758966445923
17x20,3.705759334564209,2.4935853719711303,1.3127812147140503,3.0984341621398928,4.429352426528931,0.28433938324451447,2.3033785939216616
17x21,2.5696554660797117,0.759892925620079,0.5139144986867905,0.7206206411123276,4.917591500282287,0.18036041110754014,0.7871642053127289
18x4,0.07007690556347371,0.0250999866053462,0.03462396543473005,0.12347571030259133,1.4039820373058318,0.0010951721691526473,0.01717829331755638
18x5,0.012064781738445163,1.0050526082515716,0.18767746388912201,2.092192816734314,10.667453050613403,0.286287634074688,0.41899453550577165
18x6,0.01099947839975357,0.07507638186216355,0.0633697833865881,0.3273161843419075,19.105686569213866,0.013060913188382983,0.04190678149461746
18x7,0.004855202697217465,0.04125058762729168,0.04219852574169636,0.007742140162736178,26.72478485107422,0.0019238790497183799,0.0025105330161750315
18x8,0.004381081508472562,0.08817217200994491,0.11340048797428608,0.03180490471422672,48.64559440612793,0.006178443250246346,0.003984369104728103
18x9,0.008494406566023826,0.07246453054249287,0.23142200261354445,0.11826437339186668,40.16310157775879,0.00832988233305514,0.01754901483654976
18x10,0.006088381144218147,0.06638336144387723,0.12258024699985981,0.03376593962311745,60.05953044891358,0.005616672639735043,0.006005145120434463
18x11,0.004238832974806428,0.042124179750680925,0.1633997455239296,0.03653637394309044,37.779574966430665,0.003041640773881227,0.003630371135659516
18x12,0.07484458312392235,0.17435978278517725,0.13241154253482817,0.1325448200106621,14.720436382293702,0.014053096389397978,0.04899851214140653
18x13,0.04506042115390301,0.21140940636396408,0.202627032995224,0.031145082600414754,29.934077644348143,0.007765920390374959,0.013378073181957006
18x14,0.014674469968304038,0.08449425101280213,0.2343836821615696,0.043434585072100164,70.17174034118652,0.011663670046254994,0.011162168486043811
18x15,0.3582460284233093,0.3354594841599464,0.1511772505939007,1.835874181985855,14.583260202407837,0.06465262956917286,0.7077649444341659
18x16,2.649440383911133,1.1931379556655883,0.7286685168743133,2.964715504646301,8.547300720214844,0.3467089056968689,3.1218211889266967
18x17,1.432525134086609,2.456994152069092,0.47256566435098646,1.142367696762085,6.004835867881775,0.11242394857108594,0.9617756843566895
18x18,0.5927762627601624,1.100946408510208,0.6844482123851776,1.2426466763019561,4.614336824417114,0.15578009262681008,1.2832479774951935
18x19,0.5224609225988388,0.3028518781065941,0.22581442072987556,0.43352065831422804,1.7421280920505524,0.08932815082371234,0.4328309640288353
18x20,4.667332768440247,2.261098825931549,0.9796598881483078,1.7160648345947267,4.770048975944519,0.17763154804706574,1.7470259487628936
18x21,6.237123250961304,1.3864291250705718,0.7344267547130585,1.5156108498573304,3.248283624649048,0.11760100312530994,1.236500334739685
18x22,7.465634226799011,3.283368468284607,1.511092984676361,2.8136357069015503,2.1026641488075257,0.2619720295071602,2.8831048369407655
18x23,2.741387116909027,2.093151068687439,0.8417605698108673,1.1528995096683503,1.9459617733955383,0.19032350480556487,1.8911718368530273
18x24,2.3471275925636292,1.137754702568054,0.29693743735551836,1.465731930732727,3.967576253414154,0.2915824294090271,1.7300929129123688
19x4,0.012441283045336603,0.09101944714784622,0.06294086165726184,0.9986167818307876,2.914825105667114,0.2361330859363079,0.3963592484593391
19x5,0.06871376298367977,0.028081679344177247,0.09609039165079594,0.038191364891827104,1.5882020831108092,0.006861724914051593,0.09075367711484432
19x6,0.009545708680525422,0.07859818451106548,0.12701091170310974,0.03723614942282438,24.822150897979736,0.003802670689765364,0.006238929345272482
19x7,0.009778178576380015,0.09947211816906928,0.10994429849088193,0.16500900834798812,34.4793981552124,0.004224757151678205,0.012363194348290562
19x8,0.08792538233101369,0.04343885444104672,0.023293720651417972,0.006979298125952482,22.027625465393065,0.002511454815976322,0.006285848142579198
19x9,0.004199943761341274,0.05712436828762293,0.033317144773900506,0.008606365509331226,24.567954349517823,0.0020142958383075893,0.001999744132626802
19x10,0.0034213924081996083,0.0346366023644805,0.20412276089191436,0.007711549778468907,61.00686340332031,0.0026745485025458037,0.002113139256834984
19x11,0.0021768553531728687,0.02786306077614427,0.08368290327489376,0.011532026156783105,44.84983043670654,0.002016924088820815,0.0014626558986492455
19x12,0.026125354133546354,0.3755157798528671,0.15466843023896218,0.7626572966575623,37.312475776672365,0.030596864502877,0.1397642359137535
19x13,0.016524362843483686,0.3220441326498985,0.2962491914629936,0.048184463381767274,56.26754360198974,0.009513533068820836,0.01889127930626273
19x14,0.011832710169255734,0.03868857566267252,0.266324457526207,0.05301486421376467,54.490335083007814,0.007173770805820823,0.008909528143703938
19x15,0.7104014754295349,2.2515802502632143,1.400626641511917,7.49361412525177,74.07495002746582,1.1527265310287476,6.904690241813659
19x16,7.570828437805176,2.3329844951629637,1.383227950334549,4.423762392997742,3.754070484638214,0.632263857126236,4.763249063491822
19x17,1.1218378722667695,0.8572447597980499,0.2260516494512558,0.4440468654036522,3.1070242643356325,0.012502711080014706,0.21406522542238235
19x18,1.778017383813858,1.0843802511692047,0.36830593049526217,0.7436393082141877,5.372229361534119,0.07692287638783454,0.5324360966682434
19x19,1.9131700575351716,1.7053429663181305,0.5279959321022034,0.7239477753639221,3.366715359687805,0.05177369229495525,0.47799177318811414
19x20,3.5992369174957277,1.3903841078281403,0.3937147676944733,0.7910838216543198,4.14181272983551,0.053880192525684836,0.8562374323606491
19x21,5.213231434026966e-05,0.0013413987238891424,0.0002522413211409003,0.00014827676859567875,0.0008371677162358537,4.6160538113326764e-05,3.164139488944784e-05
19x22,6.121081781387329,1.575388389825821,1.2193354964256287,1.241049087047577,2.4224687218666077,0.3249181181192398,1.541937243938446
19x23,3.6273653984069822,1.2544360220432282,0.38712241053581237,0.8038267314434052,2.610845947265625,0.10243706665933132,0.6627157002687454
19x24,2.2864783644676208,1.323800653219223,1.3962129771709442,0.9634081482887268,1.7809148967266082,0.1259129375219345,0.8153525859117507
19x25,1.4416510701179504,0.3264902800321579,0.46189955025911333,0.396398501098156,1.1160307228565216,0.029542467650026084,0.4948690071702003
