,T,Mal,B,Macro,Endo,CAF,NK
19x26,0.04665500421551456,0.04514221260077368,0.03819061228155577,0.1620011185208944,0.37115997204316004,0.3367333618942262,0.00011771844387533051
19x27,0.20546342075688642,0.01550451853546698,0.015207904053920574,0.024877144243682266,0.44069721152706737,0.2963293023652068,0.0019204985177696209
19x28,0.09632272010418257,0.10845083909636079,0.1838562877523665,0.03476970051491413,0.0015286130171967705,0.5737505142836223,0.001321325231356851
20x5,0.7000258447248814,0.10648014608693002,0.027145744660268232,0.12321566587825412,0.033551345816664274,0.00392399343333446,0.005657259399667503
20x6,0.32140430632287603,0.426709199511385,0.24692114132849224,0.000939802959842726,0.0022167450885844007,0.0004430482329283861,0.00136575655589123
20x7,0.31155195375355366,0.6823819810048106,0.004096397734016299,0.0008348996382923809,0.0001261690199454836,0.00041381827180402784,0.0005947805775774952
20x8,0.3373758273141017,0.400284451535905,0.2437659954469748,0.016937341636963196,0.00011157801081803392,0.0008068746849883325,0.0007179313702489489
20x9,0.4300008136648173,0.42770772404167484,0.14111442389103013,0.0008783889075058162,5.120909463897066e-05,0.00010673027692827715,0.00014071012340468027
20x10,0.2758039144059265,0.7067638233713951,0.015700497078655166,0.0009516835797704199,0.00012604968397345417,0.000298242045911024,0.00035578983436834245
20x11,0.2629378152011392,0.4062672409462439,0.05992310524783825,0.2700422157918629,0.00031897871044013156,0.00038802267454159046,0.00012262142793403313
20x12,0.2156244750454151,0.5080367634366615,0.026024855572770414,0.002935196625617344,0.0004623486118618464,0.24570867010016825,0.0012076906075055049
20x13,0.17036794732957494,0.09068301648960152,0.5254972941294171,0.09783943844028387,0.026813190374224975,0.08853045395140059,0.00026865928549696453
20x14,0.21373840733341898,0.4269148275810958,0.14281096414249486,0.1429309353579458,0.0005763423387486461,0.07296528807506363,6.323517123231624e-05
20x15,0.20295217066592613,0.19630359142900236,0.02065018412531301,0.4352934077865035,0.13829108731292142,0.00013006707028998047,0.006379491610043564
20x16,0.10487402244642269,0.0014127379349797582,0.000417960745553406,0.08609302027146594,0.2962269661409749,0.18859628079059412,0.3223790116700092
20x17,0.20581309064029243,0.12313845928178033,0.057957365823682425,0.008783081649708663,0.4147929746796196,0.18921175997001044,0.0003032679549060871
20x18,0.07150069327376937,0.01644205742983257,0.09236562706014678,0.0033805481228177782,0.8141135716159158,0.0020109320473463395,0.00018657045017140387
20x19,0.10453254679865201,0.007535059030861901,0.0899040827936777,0.2135710176759497,0.00036648880130783567,0.583408652608648,0.0006821522909028324
20x20,0.10985040521589867,0.0006990142462557571,0.2287880559816007,0.07817409653541403,0.3306321022175809,0.25164437550306074,0.00021195030018923198
20x21,0.2408995889778031,0.016288755204021226,0.5521535085713539,0.18643515096912636,0.001791660584594867,0.0009967237511614557,0.0014346119419391527
20x22,0.08952762740812402,0.000695171264215557,0.18933271215140055,0.015098735818516501,0.062462997738453575,0.25459486326415076,0.38828789235513905
20x23,0.07810485105986366,0.0047372970677849,0.11558549131599045,0.036435535839744265,0.12545967188787988,0.21600257020715477,0.4236745826215821
20x24,0.08649837962884505,0.00021639699585443472,0.26386864810449484,0.08286229870626763,0.555044796867443,0.0074094017238476115,0.0041000779732473696
20x25,0.23131282871991996,0.022481470515136822,0.346930278550281,0.003362014535405944,0.005075025572243757,0.38966349100722125,0.0011748910997912503
20x26,0.07763408696337269,0.011607898403888385,0.13824183343474278,0.00016798496764292397,0.5362610460838297,0.2358876565920123,0.00019949355451110942
20x27,0.024729234941682356,0.0015561768985459187,0.08124351264216435,0.07335093210858025,0.13753376691096894,0.38977576201719494,0.29181061448086326
20x28,0.09457224368070122,0.043173619090111984,0.046587061746348066,0.05164060530515266,0.41614337163201487,0.3476315280721353,0.0002515704735358763
21x6,0.29924083378498034,0.5833469193851051,0.11487542488535085,0.0019177546123509148,0.00010580668381797602,8.838450659275143e-05,0.00042487614180204556
21x7,0.33592489110512963,0.6179681999274534,0.04337247581165637,0.002188841736024292,0.00016478085969857736,0.0002159000588051274,0.00016491050123257033
21x8,0.2888133432194177,0.6952746734221155,0.011361653392551616,0.00325987954229124,0.0002445752562500003,0.0008328485236960594,0.00021302664367790503
21x9,0.3847015655751118,0.5325700509707977,0.06363230767745415,0.014557963387494165,0.0010018248258677736,0.003453367824606443,8.291973866791335e-05
21x10,0.2933455515600237,0.6084285137565177,0.09635934897995253,0.0004658489442449251,0.00021043110881562325,0.0008795660894644973,0.0003107395609809763
21x11,0.24029049865841454,0.2731915238647803,0.026957092879791505,0.4565609847361389,0.0014913947541285155,0.0010143275713836095,0.0004941775353626975
21x12,0.3252372104290536,0.5344278240672865,0.13124061671804274,0.008687655640711861,0.00017109616279294091,2.2918347837415683e-05,0.00021267863427488722
21x13,0.31123803370725217,0.6779656084491765,0.009795644129975408,0.0002228115783946196,0.0002890610632837246,0.00013411167782481642,0.00035472939409272717
21x14,0.12691361293134262,0.07772706503009172,0.25402007279032174,0.091218259465236,0.0003427537386927012,0.09720298662149349,0.35257524942282176
21x15,0.07846727867684238,0.005623100519769848,0.02532610648360427,0.18267845559112958,0.1343287978819117,0.008807805049045651,0.5647684557976965
21x16,0.12872120107069812,0.03390492248639432,0.008795412348790405,0.2730501887893295,0.21226187411496297,0.34015274175082805,0.0031136594389965994
21x17,0.08634746924637776,0.049380121916274715,0.16013528414258596,0.009040545856442575,0.4244210723227876,0.26869670384924615,0.001978802666285249
21x18,0.24735772888445376,0.22796791219780888,0.005759585142053196,0.19294495833082592,0.001785300767886369,0.3240816033006048,0.0001029113763670706
21x19,0.04976721094327896,0.01826653540370786,0.16389086757907298,0.00137191394404831,0.5652225067360289,0.2010819539894587,0.00039901140440430877
21x20,0.0673010892792206,0.014097105976139179,0.30106305249824056,0.003113424913131048,0.0013602036171713996,0.6105306444864878,0.0025344792296095016
21x21,0.136301622992093,0.001198464908994998,0.28452742525043223,0.13355020418763622,0.22454293850075954,0.21651624408442932,0.0033631000756547433
21x22,0.1063946674071538,0.0002826058251199038,0.21977932301171393,0.012960047637631079,0.6603404732395207,8.826067047787583e-05,0.00015462220838271526
21x23,0.12015700393259203,0.001212268786168252,0.5394122642628645,0.11446784708971548,0.002515345378192829,0.2218271142198907,0.000408156330576223
21x24,0.0937460299178004,0.02900756193991554,0.23675708982631707,0.046797968564889346,0.03513474358656307,0.5584700856769714,8.652048754310575e-05
21x25,0.02767284963688864,0.004868715638646904,0.21576969549364233,0.12049054520343548,0.16077883943798144,0.22823649575579696,0.24218285883360827
21x26,0.07086345203950226,0.005401985558547142,0.28274180275128624,0.22697411025026198,0.32857931979873667,0.08527918825439378,0.00016014134727193054
21x27,0.11879216788112826,0.004612067532635135,0.20674709541290837,0.0022645930226579893,0.23128222939757023,0.43408062942223063,0.002221217330869403
21x28,0.09185142352215268,0.008798276741242485,0.07962258871079039,0.11953705439378719,0.6996990129427202,0.0003552138799783891,0.00013642980932867496
22x6,0.3079727257550595,0.6009595733889308,0.08598615400510083,0.001635648536034739,0.0030860385505878433,9.802073427096303e-05,0.000261839030015322
22x7,0.2480358351107186,0.2907777973945216,0.05120574243843287,0.40622324405641475,0.0005717805862251472,0.001870132544594535,0.0013154678690925085
22x8,0.2714394710633874,0.42724524696395216,0.008892768574936727,0.2895607552093712,0.00043919443271139906,0.001217275839061575,0.001205287916579514
22x9,0.3908565924965295,0.5856319200600003,0.020612923804793244,0.0007394108054391684,0.00024872974313224617,0.0001113976637956369,0.0017990254263099523
22x10,0.2923103999190521,0.49775290641866665,0.14007750958729495,0.06909244976104205,0.0005260430184601821,0.00020152617748675196,3.916511799730958e-05
22x11,0.30767962301714746,0.5742565775684947,0.11458639209070937,0.00215771799106578,0.0007330753391240318,0.0002351935725646556,0.0003514204208940382
22x12,0.29888931222120063,0.5926143175058428,0.09351518070263146,0.00382393058798376,0.0007689278179832686,0.00011844685676469463,0.010269884307593364
22x13,0.3936104571717183,0.2919917003319227,0.3049323981163913,0.0054874749032822745,0.0014404609692096025,0.0020285826703486335,0.0005089258371272079
22x14,0.13469336905805335,0.006876877510365051,0.12859184185302594,0.21142761288903333,0.11320073540014679,0.40510416975193636,0.00010539353743921508
22x15,0.08553507801310734,0.018715474761061238,0.023990535969346735,0.0920821178797332,0.2255533485208485,0.5533708962271492,0.0007525486287537895
22x16,0.049474023407847414,0.041068519007564135,0.027650960862878295,0.03742183872961872,0.3215152525546902,0.5228093965383671,6.0008899034088066e-05
22x17,0.19827945854611234,0.15654168875031507,0.04734630513724365,0.06662107429508629,0.11895401778196488,0.4114519545038401,0.0008055009854376582
22x18,0.013757413867007974,0.03865092546178879,0.002306097442720053,0.00015152080227573932,0.0001655941523069205,0.20533406023791828,0.7396343880359822
22x19,0.10734972641489261,0.029812435631664587,0.28639182961220366,0.09292706906759327,0.35767077807728836,0.12583260903188245,1.555216447503421e-05
22x20,0.10178322496234458,0.013153682677283118,0.10774479784060101,0.11811662584961752,0.2474039993865424,0.4072598129075915,0.004537856376019854
22x21,0.03510497689739363,0.025239649577526998,0.19701463594365876,0.025536243871220728,0.2174860370609485,0.2199470597864685,0.2796713968627829
22x22,0.07609149555287406,0.0011833993440343183,0.4023237066426398,0.007388380027904811,0.32541948978175983,0.18625386838320154,0.0013396602675856482
22x23,0.04924115923639589,0.0002660846658725108,0.575352440632957,0.024631541797940252,0.2603746159568989,0.08997699217231372,0.00015716553762170992
22x24,0.09340414371629761,0.0024229823394054492,0.12238755829574201,0.10664042720409472,0.553090211028603,0.12138933635641756,0.0006653410594396654
22x25,0.026786331091630217,0.005932447282782827,0.365446634847344,0.21190492241059308,0.36061091567186365,0.02771506272426854,0.0016036859715176978
22x26,0.06589472562981662,9.411162097605365e-05,0.9326860644470724,7.81802298995358e-05,0.0006214533757034087,0.00014370394844406744,0.000481760748087961
22x27,0.05468741105513477,0.0008135288643486352,0.9421385029152559,0.00031749850692309447,0.0006007611361934803,0.0006754791929056498,0.0007668183292384556
23x7,0.17905916613163947,0.2142093673372682,0.011982161169230395,0.593675628597336,0.0002890611389810915,0.0007453114056698078,3.930421987503755e-05
23x8,0.32301026651507014,0.46777542329959987,0.2055175425768601,0.002120301440900065,0.0006487873737870565,0.00044515522308699764,0.0004825235706957304
23x9,0.3767340071323477,0.5487828625735822,0.06612085038632859,0.0004908230674972216,0.00040678179154047926,0.00143591177497261,0.006028763273731104
23x10,0.3880296482103314,0.5736176207649089,0.03647627022080641,0.0007631839761813577,0.00026712268369957835,0.0002368041856051882,0.0006093499584671925
23x11,0.39949925578930096,0.5523033511429426,0.04633372960206458,0.0012252979928698156,2.027571488234461e-05,0.0005798077948453601,3.828196309433217e-05
23x12,0.04922318027841323,0.07329464672208928,0.009089887526194149,0.13504086098995052,0.0989834933539654,7.857903606779443e-05,0.6342893520933196
23x13,0.1934437156692441,0.04820101493496071,0.08982010280084986,0.2557811375397693,0.34998544881191657,0.062161006808763616,0.0006075734344959267
23x14,0.0874969951394985,0.026106426658373417,0.0019572544753646347,0.08562565304082152,0.48060670839594444,0.31813573490794644,7.122738205106421e-05
23x15,0.12103595880330456,0.012192201163405657,0.05710687431871033,0.16587768140603787,0.352444804338935,0.2913259519087261,1.6528060880424307e-05
23x16,0.16721865905374816,0.11526594062486377,0.13484547780747932,0.5768584736988849,0.003579845250759104,0.0013100215771132092,0.0009215819871515169
23x17,0.12682073427926988,0.09818031186313536,0.1711438517375953,0.0023521922837824705,0.2554928304690251,0.3455584481621444,0.00045163120504746054
23x18,0.0595874912296516,0.05598243109389575,0.034006902768505605,0.14779286115236792,0.05626999559346573,0.646331545727379,2.8772434734319187e-05
23x19,0.08159815622567186,0.007267768934623004,0.10246568084677464,0.0031740193123308944,0.366778029374926,0.18193710645368416,0.25677923885198944
23x20,0.08365258423572502,0.0007955118236343999,0.24902675854183495,0.18551249554260468,0.3178978166387628,0.16310618120173295,8.652015705135412e-06
23x21,0.09796959578282348,6.466919451588346e-05,0.9007482393204008,0.000550832194288327,4.677299355863623e-05,0.00011484064394363694,0.0005050498704692032
23x22,0.08321353015227095,0.0005891582249386321,0.9153738094614874,0.00013492250963521616,0.00010566092000571537,0.000507022655901416,7.589607576065116e-05
23x23,0.15973779684452283,6.595823960346826e-05,0.1585850025288266,0.0014511092826675843,0.0004300681051938556,0.00022794998516936007,0.6795021150140163
23x24,0.2497966665710404,0.00012886478717323002,0.002288275690264424,0.24641083077747597,0.5009200568232897,4.959048220413595e-05,0.0004057148685521637
23x25,0.7992028585195534,0.08628119391599384,0.08269292787081785,0.008475082817334502,0.002981487787997268,0.01493746445199069,0.005428984636312369
23x26,0.46038936083265947,0.04398114824541669,0.45809902199084224,0.01634418279124503,0.01033515606127168,0.0018427820549408176,0.009008348023624064
24x8,0.2739672634571423,0.3102673196524151,0.12745097070025965,0.2713735970764565,0.004607153857433876,0.0003807909275251366,0.011952904328767496
24x9,0.33008452686846684,0.5348143778922229,0.131894583021832,0.0009075068192625218,6.976872457566225e-05,9.093513239827146e-05,0.0021383015412418985
24x10,0.36577306635716433,0.5109162426733126,0.11888081720250793,0.0027041887743678356,0.0004493095324601946,0.00042803812752852897,0.000848337332658554
24x11,0.28362627319449796,0.6204950430378326,0.09485965321777383,0.0005896067756884233,0.00026338897992415466,6.718697767624356e-05,9.88478166067993e-05
24x12,0.2114562563139212,0.06225950375588017,0.014624878074509096,0.33639850530485704,0.13268302591483075,0.07814794397112647,0.1644298866648753
24x13,0.2617861248395731,0.04969208122465905,0.02725369480177579,0.0007024856152725966,0.32526969380846266,0.331783506626126,0.0035124130841307825
24x14,0.11277881306879693,0.03969855641642841,0.12319193353953836,0.15857881751575084,0.564837299323567,0.00023224028897517944,0.0006823398469433197
24x15,0.1364169187941782,0.058247481426151784,0.06568246733009417,0.21423049043160444,0.11913340098857374,0.39422766712516655,0.01206157390423116
24x16,0.13352102429153614,0.08054371016593787,0.1155544694266254,0.17880767578271148,0.19042816564042725,0.29948710514073734,0.0016578495520245722
24x17,0.12348344554222286,0.0910687988263154,0.08703143823358583,0.1211693332577311,0.4979985002910887,0.07738895865458678,0.001859525194469299
24x18,0.03282588196000038,0.04176459162939063,0.001418626224177236,0.001521240493294273,0.17169773154681936,0.06360710265294135,0.6871648254933768
24x19,0.3159470785389567,0.09797112035808053,0.5779690355771819,0.0030200524319337146,0.0004187627779023308,0.0012038669323593979,0.0034700833835854534
24x20,0.046410339146266986,0.0010185414234251831,0.03599117639578429,0.1035060638976903,0.4672123292434831,0.08633339638447733,0.2595281535088728
24x21,0.07323723599294071,0.0006557033966889584,0.9248682632817823,0.00011673486263481888,6.934370696918423e-05,3.549220425807462e-05,0.001017226554726008
24x22,0.13022286107144104,0.005969557363401,0.86004847690475,0.0003898781807091872,0.0026923688800951488,6.955177810917415e-05,0.0006073058214944593
24x23,0.517738532086733,0.0008335726755072802,0.003991735299747265,0.051654041518934025,0.42548956250009606,0.0001079790885553391,0.00018457683042698514
24x24,0.06154052165391319,0.0016599376294349245,0.5046775428971552,0.0016334067552898196,0.42925747080952775,0.0004251759873012099,0.0008059442673779669
24x25,0.15017473693405678,0.0002765611965954829,0.2708600063368873,0.059467688943992625,0.004489425213238593,0.011946689632343334,0.5027848917428859
25x9,0.7226510386728596,0.03347638017422565,0.0842674742443669,0.092411776607026,0.06279449621530843,0.0032540724930926338,0.0011447615931207543
25x10,0.38741630528235455,0.002282474350700167,0.3420303342622953,0.24572731358969518,0.005119891918988451,0.004835855589211189,0.012587825006755175
25x11,0.4683137510858043,0.24210241283158843,0.25662432039622196,0.0066751476471446835,0.00965303997547861,0.001648904048350406,0.014982424015411597
25x12,0.5788338659299491,0.09541699689615125,0.16508284010125598,0.15085385007359553,0.0015073222456671526,0.004381568993253939,0.003923555760126971
25x13,0.0661479444528097,0.002425417727886009,0.05929302737310266,0.01150619173948611,0.8141327027002475,0.04625560213615843,0.00023911387030952976
25x14,0.11777638280421691,0.04676223575169425,0.2725821798790359,0.16325555126416286,0.3982381265235526,0.0011392930816127537,0.0002462306957247137
25x15,0.11451354396798118,0.07561365863659626,0.006517952295448811,0.09522099855295757,0.4524952898862333,0.2553800061077348,0.0002585505530480793
25x16,0.6799029797992088,0.1703527543353144,0.045463704454591615,0.09575680146343997,0.005171611044420257,0.002207070171730468,0.0011450787312945248
25x17,0.6941130210255836,0.20403759890423376,0.03671341919348283,0.02339481909632949,0.031173978198797508,0.0074438940780090345,0.003123269503563822
25x18,0.03943025229315869,0.07994423911665977,0.01801344137072544,0.0002364496055591462,0.4799680517107004,0.3823998622085788,7.703694617764646e-06
25x19,0.45156588333098024,0.06323615997381704,0.2406698771832676,0.23617398901832998,0.003675452342394659,0.0022267830143563004,0.002451855136854177
25x20,0.014707332259471717,0.00041846356522906055,0.02068817569746622,0.07736968417033745,0.14401412666263955,0.08167081274675586,0.6611314048981002
25x21,0.07327507557588797,0.00025890069062907666,0.925791832370631,0.00023047516685553897,0.00014075145871703665,2.661338407270963e-05,0.00027635135320668676
25x22,0.24057454866540776,0.00026036250513885337,0.5169830376668509,0.2208942346347555,0.020780181144655244,0.00018448293810871625,0.00032315244508298376
25x23,0.09865314766203441,0.00011473756039112829,0.03129103545780822,0.0009435368240240694,0.07732881136402159,4.966976924818401e-05,0.7916190613624724
25x24,0.07341224804334287,0.0035844464884768833,0.6511746309836475,7.43485686989519e-05,0.0019464290128179593,0.0026994972955653685,0.26710839960745053
26x11,0.5052146738759952,0.041865284125230766,0.2629023268213727,0.040882090231231495,0.14090154439486025,0.00448279078520647,0.003751289766103115
26x12,0.03385376726817888,0.06550142956473691,0.014379235724370436,0.00178812579616418,0.30107792095235336,0.5830188285132925,0.0003806921809037426
26x13,0.17830438050336428,0.13906446062180022,0.4443614894625403,0.027451808944719255,0.0021397221146829478,0.2056103069855884,0.0030678313673046308
26x14,0.32528948168442634,0.21828452846424243,0.06897842830468026,0.01695524213768472,0.001642212905137463,0.36870276451694173,0.00014734198688706068
26x15,0.04484072226178441,0.039526468282717823,0.004353861399502295,0.11662495652949632,0.21797016618287363,0.5733587406144263,0.0033250847291992325
26x16,0.10709417503356003,0.07824081169722581,0.09919145503343495,0.02979465773025799,0.2617762076834044,0.42327364572376774,0.0006290470983490411
26x17,0.19609785368439456,0.28336006493650095,0.026998121221785305,0.30219541313286796,0.0007786896083293959,0.18993626317875625,0.0006335942373655474
26x18,0.023086371178601302,0.03623120489344149,0.001048455861644439,0.06787242069438695,0.15362805420215583,0.7180233627910064,0.0001101303787635204
26x19,0.28610078159278446,0.1310550727790361,0.1589272737090971,0.0037810975031471847,0.10258933601276843,0.31703226929797645,0.0005141691051902611
26x20,0.019080417565466627,0.02509556878484457,0.06000765863941937,0.09402432229751667,0.4113541017149201,0.3904147091750751,2.3221822757606663e-05
26x21,0.04082967555084921,0.0002595856257443136,0.69368048231492,0.0004952722506598367,0.2642507614341171,9.059134679800186e-05,0.0003936314769115251
26x22,0.15845008939473848,0.00023638104092200753,0.3429404585023106,0.11681085314670164,0.2580968391982344,0.12305082987223223,0.00041454884486065365
26x23,0.6177844613449489,0.036785242295324094,0.325416931461591,0.011220536442586913,0.0015774354269862012,0.0023480362323860223,0.0048673567961768785
27x14,0.43280259728880066,0.07074423421977673,0.28309518477898304,0.2027989617748876,0.0007787897456336752,0.0027444248911170305,0.007035807300801273
27x15,0.13676606589139834,0.07273770711954991,0.05062981768078394,0.0017304344244295103,0.5752765564649214,0.16167549491319105,0.0011839235057258765
27x17,0.21734942118912573,0.07315551981784706,0.1728881722587588,0.18680704234295006,0.3351276465601329,0.012680488120998881,0.001991709710186574
27x18,0.1751696212447783,0.11892620702216253,0.490327297089014,0.19333388911678617,0.017633113578748222,0.003835084084437277,0.000774787864073467
27x19,0.20480534562959216,0.3064140600230594,0.10391677970285546,0.3499534123907163,0.009249135532342178,0.004574142642652475,0.021087124078782035
27x20,0.14017961709643445,0.0269941203953155,0.24507797016611435,0.10953681205017232,0.17676969514245938,0.2989320254568642,0.0025097596926398178
27x21,0.0246462803563729,0.0003583690848619372,0.2909841388695048,0.0032331262009938845,0.5861764154064327,0.09412794155734011,0.0004737285244936939
27x22,0.17127695074190558,0.012451032288321758,0.8102870789456691,0.0023898574448322244,0.0006268893654970004,0.00018360958662731218,0.0027845816271470365
