"","cell_ID","Inhibitory Vip","Inhibitory Other","Inhibitory Sst","Inhibitory Pvalb","Endo","Other","Excitatory L6","Excitatory L2/3","Neuron Other","Excitatory L5","Excitatory L4","Olig","Astro","Micro","Smc"
"1","0x0",0.110178542301476,0.060605165510608,0.204832199528454,0.0264048183851878,0,0,0,0.388049205157433,0,0,0.0946617160999366,0,0.115268353016904,0,0
"2","0x1",0.105006123811668,0.0600968950717028,0.100747390627709,0.0486624818865415,0,0,0,0.394829864876536,0,0.0729385877697008,0,0.0773452837728702,0.140373372183272,0,0
"3","0x2",0,0,0,0,0,0.0581666966701818,0,0,0,0,0,0.619683571794207,0.17972345351748,0,0.142426278018131
"4","0x3",0,0,0,0,0,0,0,0,0,0,0,0.525526583129543,0.34986391603803,0,0.124609500832427
"5","0x4",0.0853817877400951,0,0.177359127277627,0,0,0,0.17380464498917,0.475491636212171,0.0879628037809367,0,0,0,0,0,0
"6","0x5",0.0527234869900285,0,0.0013248207994218,0.131505216786122,0,0,0.25078243121445,0.406133268870978,0.0343907002374789,0.0596744514763915,0,0,0.0634656236251292,0,0
"7","0x6",0,0.0916312772905873,0,0.040148847951823,0,0,0.104317530037179,0.704059165272157,0,0,0,0,0.0598431794482543,0,0
"8","0x7",0.0630047796633116,0,0,0,0,0,-1.04882339962523e-19,0.520606913580735,0.101098373113897,0.247087201861586,0,0,0.0682027317804702,0,0
"9","0x8",0,0,0,0.0996175623836812,0,0,-8.96697448399864e-20,0.581618183636704,0.113124091564723,0.121937233934422,0,0.0837029284804695,0,0,0
"10","0x9",0,0,0,0.102761551052693,0,0,0,0.547213648041705,0.0976672843612806,0.155306836758569,0,0,0.0970506797857526,0,0
"11","0x10",0.0915558735121967,0.0617120904417843,0,0.0610345999883287,0,0,0,0.376688415838871,0.0893515906977184,0.270888926374179,0,0,0.0487685031469222,0,0
"12","0x11",0,0,0.110440144975183,0.0546764979834019,0,0,0,0.355961437757853,0,0.190870753107826,0.185664562064712,0,0.0601498863227153,0,0.0422367177883095
"13","0x12",0.0549961308116566,0,0,0.0824058341850861,0,0,0,0.414418646489573,0.071625433963612,0.106193954356173,0.218666974905964,0,0.0516930252879348,0,0
"14","0x13",0.11315454100032,0,0,0,0,0,0.0220069896468941,0.524772938979597,0,0.159815178003993,0.180250352369195,0,0,0,0
"15","0x14",0,0,0.279234593120043,0,0,0,0,0.637972180715795,0,0,0.0434027645051624,0,0,0,0.0393904616589996
"16","0x15",0,0,0,0,0,0,0,0.88396557421566,0.00537301307607478,9.9015197867543e-23,0.0302196056429534,0,0.0804418070653119,0,0
"17","0x16",0.0869296570426251,0,0,0,0,0,0.0816817056762941,0.604979382373643,0.12622610993688,0,0,0,0.100183144970558,0,0
"18","0x17",0.144193265424198,0,0,0,0,0,0,0.485545264805366,0.166410194472744,0.100286867286063,0.103564408011629,0,0,0,0
"19","0x18",0.180040625788194,0,0,0,0,0,0,0.413306750054487,0,0,0,0,0.0931280850434063,0.251866704584043,0.0616578345298702
"20","1x0",0.350348950798121,0.0855785339517587,0,0.0504164167606679,0,0,0,0.239835897914408,0,0.116270840686375,0,0,0.15754935988867,0,0
"21","1x1",0.0768009302752071,0.0625246386865897,0.184551469206089,0.0513194033226159,0,0,0,0.285465529403239,0.0344255245806396,0.0731458225433919,0,0.0798946761776017,0.151872005804627,0,0
"22","1x2",0,0,0,0,0,0.101602786357726,0,0,0,0,0,0.612374501448156,0.213812884238415,0,0.0722098279557035
"23","1x3",0,0,0,0,0,0,0,0,0,0,0,0.724171307461201,0.120069621371848,0,0.155759071166951
"24","1x4",0.064702899385676,0,0,0.0708789652082739,0,0,0.178402143477084,0.495492351673919,0.117693336401885,0,0,0,0.0728303038531625,0,0
"25","1x5",0.0795738580951441,0,0.142626520334782,0,0,0,0.125048425701135,0.603462915541167,0,0,0,0,0.0492882803277714,0,0
"26","1x6",0,0,0,0.0472392998891214,0,0,0.195278221541203,0.546950419367687,0.0623667451595237,0.148165314042465,0,0,0,0,0
"27","1x7",0,0,0,0.0495220055097791,0,0,0,0.713559687494014,0,0.236918306996207,0,0,0,0,0
"28","1x8",0,0.0704620584927963,0.0662427792085461,0,0,0,0,0.549236245280472,0.0774493354191751,0.177221122922528,0,0,0.0593884586764824,0,0
"29","1x9",0,0.0816915180585749,0.188199159878796,0,0,0,0,0.353093155636046,0.0977677507355085,0.0975755856327033,0,0.107543565441748,0.0741292646166229,0,0
"30","1x10",0.143726359637134,0,0,0,0,0,0,0.399624646556038,0.0924779966954497,0.137870615837442,0.133260096375228,0,0.0930402848987088,0,0
"31","1x11",0.0391258186564813,0,0,0.174611587522508,0,0,0,0.366417524737225,0.0673539113078287,0.151430699624057,0.144653412192151,0,0.056407045959749,0,0
"32","1x12",0,0,0,0.123351398877981,0.103433206721548,0,0,0.484866841331424,0,0.133095970528339,0.084968345900664,0,0.0702842366400428,0,0
"33","1x13",0,0,0,0.15401009871679,0.058400238101079,0,0,0.56847624974779,0,0,0.147480597602677,0,0.0716328158316646,0,0
"34","1x14",0.0909667087730993,0,0,0,0,0,-5.47037452409671e-20,0.431247953539857,0.133559814026713,0.138726711893732,0.108434952937232,0,0.0970638588293667,0,0
"35","1x15",0.0723593183729277,0,0,0,0,0,0,0.568520351733108,0.0630865234583464,0.130340248752564,0.0924477690343149,0,0.073245788648739,0,0
"36","1x16",0.0821791491208681,0,0,0.13140548470423,0,0,0,0.514288637968728,0.108386016137308,0.107384281755364,0.0563564303135017,0,0,0,0
"37","1x17",0.0855257084924023,0,0,0,0,0,0,0.488730472010036,0.0954357638356532,0.103961132476874,0.0823378871921969,0,0.0591007671521144,0.0849082688407236,0
"38","1x18",0.103710092311639,0.2562747044232,0,0,0.0682317151675241,0,0,0.357742316762847,0.0993355856372661,0,0,0,0.114705585697524,0,0
"39","2x0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"40","2x1",0,0,0,0,0,0,0,0,0,0,0,0.689416628887317,0.310583371112683,0,0
"41","2x2",0,0,0,0,0,0.145827320545371,0,0,0,0,0,0.5862579067545,0.188211670474037,0,0.0797031022260925
"42","2x3",0,0,0,0,0,0.0854305331040961,0,0,0,0,0,0.550211005904866,0.27650022023472,0,0.0878582407563174
"43","2x4",0.0642712529955974,0,0.12223656689294,0,0,0,0.167125678384457,0.438939931735765,0,0,0.0812389115909307,0.060917492899742,0.0652701655005681,0,0
"44","2x5",0,0,0,0.0680653307531146,0,0,0.145196589215115,0.724477226338768,0,0,0,0,0.0622608536930022,0,0
"45","2x6",0,0,0,0.11510801012692,0,0,0.0590526502783318,0.496588416741562,0,0.139282018802809,0.0956055913776867,0,0.0943633126726908,0,0
"46","2x7",0,0,0.282898751261018,0,0,0,0,0.4953310907862,0,0.106270147473416,0,0,0.115500010479367,0,0
"47","2x8",0.0446695700134645,0,0.0497016192959128,0.13889519741409,0,0,0,0.490124972981643,0,0.151257973901074,0,0,0.125350666393816,0,0
"48","2x9",0.0857229322749643,0,0,0.0955724549813095,0,0,0,0.498893036668067,0.14018650484941,0.123872996580789,0,0,0.0557520746454611,0,0
"49","2x10",0.0397251915689386,0,0,0.0773272692548147,0,0,0,0.317153309743363,0.0615911032619327,0.412975792194516,0.0349412850980907,0,0.0562860488783447,0,0
"50","2x11",0.0511852640794766,0,0,0.119507781447194,0,0,-9.6527661437166e-20,0.354819433694078,0.0799022157855504,0.14556420689061,0.183580036828998,0,0.0654410612740928,0,0
"51","2x12",0.0866352505537377,0,0,0.117724026244497,0,0,-6.4245214133658e-20,0.357334469797409,0.0940477236325383,0.0723484196963895,0.217801005394032,0,0.0541091046813966,0,0
"52","2x13",0.0552788889299932,0.0610172954896955,0,0.102192903712783,0,0,0,0.623747101005262,0,0,0.0915614328351815,0,0.0662023780270842,0,0
"53","2x14",0,0,0,0.200024817299644,0,0,0,0.654929500991406,0.0698518758489199,0.0751938058600301,0,0,0,0,0
"54","2x15",0.132308231003471,0,0,0,0,0,0,0.694142170176716,0,0,0.173549598819813,0,0,0,0
"55","2x16",0.0700729053562918,0,0.20684252920297,0,0,0,0,0.590983710656384,0,0.0898378624744215,0,0,0.0422629923099322,0,0
"56","2x17",0.0812759643399955,0.283078334899929,0,0,0,0,0,0.378014060745,-1.84825315890599e-20,0,0.0518174901855209,0,0.127723264589025,0.0780908852405288,0
"57","2x18",0.157930099446448,0,0,0,0.0669637777346132,0,0,0.390220022416441,0,0,0,0,0.327772227145743,0,0.0571138732567557
"58","3x0",0,0.0709007455608278,0,0.0359649161203095,0,0,0,0.616024793325591,0.0767507223177839,0.12448479014424,0,0.075874032531248,0,0,0
"59","3x1",0,0,0,0,0,0.292393966422186,0,0,0,0,0,0.277415022327342,0.368267875338741,0,0.0619231359117311
"60","3x2",0,0,0,0,0,0,0,0,0,0,0,0.623307286334043,0.221638158671856,0,0.155054554994101
"61","3x3",0,0,0,0,0,0.110396705726391,0,0,0,0,0,0.661471701369364,0.0744011110688009,0,0.153730481835444
"62","3x4",0.0399840812692307,0,0.0922078146984482,0.0631464494587358,0,0,0,0.378952936589108,0.0828748958502622,0.261030397286788,0,0.0818034248474266,0,0,0
"63","3x5",0,0,0,0.0461824355874671,0,0,0,0.61068071539111,0.121143681732549,0,0.146623179582839,0,0.0753699877060354,0,0
"64","3x6",0.0523528323263058,0,0,0.0921395320340096,0,0,0.258864566070057,0.543692034729994,0.052951034839633,0,0,0,0,0,0
"65","3x7",0,0,0,0.000360931366718612,0,0,-8.6559504249844e-21,0.386133140659064,0.0896942949161288,0.452982754396902,0,0,0.0708288786611865,0,0
"66","3x8",0.0760898884482719,0,0,0.0668541394738999,0,0,0,0.395066666808597,0.0678563118196517,0.279017460235997,0,0.0633951597416401,0.051720373471942,0,0
"67","3x9",0,0,0,0.0726007855099783,0,0,0,0.74652178704981,0,0.117599637488488,0,0,0.0632777899517243,0,0
"68","3x10",0.091753630674853,0,0,0,0,0,0,0.510082890871342,0,0.167108941906935,0.231054536546871,0,0,0,0
"69","3x11",0,0,0,0,0,0,0,0.500966857799312,0.0967561515765798,0,0.318702970326275,0,0.0835740202978329,0,0
"70","3x12",0,0.0574491211073963,0,0,0,0,0,0.50197742042345,0,0.0960220837927957,0.28849299527147,0,0.0560583794048887,0,0
"71","3x13",0,0,0,0.0888410010890311,0,0,0,0.492234590200464,0.0679902228225567,0.133764833605234,0.152635218418081,0,0.0645341338646333,0,0
"72","3x14",0.114371217229899,0,0,0,0,0,0,0.608884821888718,0.0783549936036077,0,0.125409103287316,0,0.0729798639904599,0,0
"73","3x15",0.0971390044643794,0,0,0.148649196223913,0,0,0.042519063347828,0.488317702316435,0.0595966169538808,0.0871883038191535,0,0,0.0765901128744098,0,0
"74","3x16",0.0594930365092731,0,0,0,0,0,0.0505605453042659,0.715570194024976,0.120281767406201,0,0,0,0.0540944567552841,0,0
"75","3x17",0.0623866268983476,0.0820177619725745,0,0.153998725595777,0,0,0,0.33450935150479,0.0480055004325095,0.0999524444204403,0,0,0.110012248439282,0.10911734073628,0
"76","3x18",0.250291859733413,0,0,0,0,0,0,0.233284727596204,0,0.253220190182323,0,0,0.26320322248806,0,0
"77","4x0",0,0.104721389636694,0,0.129106221033493,0,0,0,0.341037673046739,0,0.412396993999314,0.0127377222837591,0,0,0,0
"78","4x1",0.113531585182428,0,0.0608542735083891,0.0644534697661275,0,0,-2.14774581225368e-19,0.303328527916185,0.120392774124612,0.12125617490517,0,0.060920127234067,0.155263067363021,0,0
"79","4x2",0,0,0,0,0,0.180767898245086,0,0,0,0,0,0.494158566816629,0.211465284798443,0,0.113608250139842
"80","4x3",0,0,0,0,0,0.154604393913137,0,0,0,0,0,0.501786292499482,0.225306235024502,0,0.118303078562879
"81","4x4",0,0,0,0.0934277258504175,0,0,0.0416678226316824,0.497090721639246,0.12360974838205,0.18637100837766,0,0,0.0578329731189442,0,0
"82","4x5",0.0246696919538087,0,0.00217091883982839,0.13982834049199,0,0,0.209721890295731,0.443548982520809,0.128660108504463,0,0,0,0.0514000673933707,0,0
"83","4x6",0.1139005265428,0,0,0.151403483026471,0,0,0,0.399749308453084,0.0617293918925701,0.18236569826002,0,0,0.090851591825055,0,0
"84","4x7",0.0575315393346658,0,0.0806431547639169,0.18669494937243,0,0,0,0.415401796654649,0.0625909808751324,0.1235732474818,0,0,0.0735643315174068,0,0
"85","4x8",0,0,1.71731453558798e-07,0.267385329213022,0,0,0,0.460742437394935,0,0.180240813118429,0,0,0.09163124854216,0,0
"86","4x9",0.0059968140405437,0,0.00377255072620029,0.192970234364496,0,0,0,0.354422910594623,0.100419145412396,0.21312409484145,0.0346082235666526,0,0.094686026453639,0,0
"87","4x10",0,0.0981217293513932,0.112311125948517,0.0511250225793135,0,0,0,0.35505440405307,0,0.172492550305389,0.148686414849833,0,0.0622087529124841,0,0
"88","4x11",0,0.0826975641352877,0,0,0,0,0,0.457235477555091,0,0.141191156357483,0.237655084819255,0,0.0812207171328825,0,0
"89","4x12",0,0,0,0,0,0,0.02572031958214,0.445413848396275,0.16671393916919,0,0.302313561818257,0,0.0598383310341382,0,0
"90","4x13",0.0822669432074359,0,0,0.0667902789426517,0,0,0.093207018852561,0.513902567368241,0.0404448345472851,0,0.152142319412946,0,0.05124603766888,0,0
"91","4x14",0.084358801417383,0,0,0,0,0,0.0531681751808572,0.525829368465344,0.126539292885893,0.142643971275649,0,0,0.0674603907748735,0,0
"92","4x15",0.0420382268599086,0.0805621043461069,0,0,0,0,0,0.311152082440249,0.254433129932774,0,0.193130313388913,0,0.0610186852841086,0.0576654577479397,0
"93","4x16",0.0716106920267242,0,0,0.0650021104689755,0,0,0,0.487880609858657,0.09747557749126,0.0888616453328392,0.106122986593491,0,0.0830463782280527,0,0
"94","4x17",0,0,0,0,0,0,0,0.648107422944552,0,0,0,0,0.231300534091714,0.120592042963734,0
"95","4x18",0,0,0,0,0,0,0,0,0,0,0,0.472568348407557,0.301910305041574,0,0.225521346550869
"96","5x0",0.0790128226211318,0.141556917868529,0,0.0297881649398063,0,0,0.000300870280462598,0.337784879543585,0,0.287059967099304,0,0.0687213604244404,0.0557750172227414,0,0
"97","5x1",0,0,0,0,0,0.22736086764501,0,0,0,0,0,0.433309516433427,0.255865446759883,0,0.0834641691616797
"98","5x2",0,0,0,0,0,0.15210358803003,0,0,0,0,0,0.50298450665836,0.293412294863754,0,0.0514996104478553
"99","5x3",0,0,0,0,0,0.152206559318756,0,0,0,0,0,0.502817387281134,0.214062585814835,0,0.130913467585275
"100","5x4",0,0,0,0,0,0,0.0513660273530828,0.608798943587641,0.157863708757761,0.105819501535094,0,0.0761518187664204,0,0,0
"101","5x5",0,0,0,0.17567941828439,0,0,0.188728347083146,0.555669907489444,0,0,0,0,0.0799223271430208,0,0
"102","5x6",0,0,0,0.125968900712919,0,0,0,0.518162368245944,0.116425718483599,0.142568868883588,0.0968741436739498,0,0,0,0
"103","5x7",0.0687414085108092,0.097621913192238,0.188987848268775,0,0,0,0,0.330563182436929,0.0742391388413181,0.150637568658575,0.00191748050230799,0,0.0872914595890477,0,0
"104","5x8",0.0776317437096312,0,0,0.0938421169577539,0,0,9.06295396779951e-06,0.396441564747542,0.110792399304277,0.24198739033204,0,0,0.0792957219947876,0,0
"105","5x9",0,0.0766875621827964,0,0.167598574771542,0,0,0,0.5528282464516,0,0.128928567181055,0,0,0.0739570494130068,0,0
"106","5x10",0.0816417964721186,0,0,0.0736970363575056,0,0,0.0398073225612665,0.422830591150977,0.0874621992111483,0,0.221904688177184,0,0.0726563660698003,0,0
"107","5x11",0,0.0713459353735047,0,0.117666709001519,0,0,0,0.404387553256582,0,0.155498285654951,0.180080911158226,0,0.0710206055552178,0,0
"108","5x12",0,0,0.158325421228834,0.0517041400093731,0,0,0,0.523624834742675,0,0,0.208530336130009,0,0.0578152678891094,0,0
"109","5x13",0.0511417564124591,0,0,0.0727815014797239,0,0,0,0.467142679241922,0.134850093045742,0.113272681007418,0.0780359381299398,0,0.0827753506827963,0,0
"110","5x14",0,0,0,0.0942418109125907,0,0,0,0.527279711330948,0.115927723874544,0,0.200439579955336,0,0.0621111739265808,0,0
"111","5x15",0.105104076073973,0.131420694498403,0,0,0,0,0,0.427986372244462,0.0688893003314671,0.133600067642617,0.132999489209078,0,0,0,0
"112","5x16",0.0691191895930819,0.0710407014911781,0,0,0,0,0.0555725621749632,0.503842906873271,0.103705228051459,0,0.133048910671094,0,0.0636705011449532,0,0
"113","5x17",0.207189726037089,0,0,0,0.0469430280424283,0,0,0.389633076480388,0,0.103558384644207,0,0,0.190828949019956,0,0.061846835775932
"114","6x0",0,0,0,0.245633119132027,0,0,0,0.53098970787197,0,0.132089352766957,0,0,0.0912878202290457,0,0
"115","6x1",0.0197473493561998,0,0.0987528369817217,0.0802259785822004,0,0,0,0.26197822150415,3.23422042104248e-19,0.13802842067986,0,0.191762621716617,0.209504571179251,0,0
"116","6x2",0,0,0,0,0,0.0885350569856069,0,0,0,0,0,0.632712895677177,0.159190207433465,0,0.119561839903751
"117","6x3",0,0,0,0.0754032389835734,0,0,0,0.671049423783339,0.059591684695062,0.0465839850238648,0,0.147371667514161,0,0,0
"118","6x4",0,0,0,0.0365827532124624,0,0,0.128185557761957,0.549473274705181,0.139482603638565,0,0.146275810681834,0,0,0,0
"119","6x5",0,0,0,0.0540437699213794,0,0,0.218867903315639,0.437664702368326,0.104653530868513,0,0.119865925861052,0,0.0649041676650896,0,0
"120","6x6",0,0,0.210100555908483,0,0,0,0.117841210143138,0.42863214903387,0.0785425655715781,0.0673766467122791,0.0386623993788655,0,0.0588444732517863,0,0
"121","6x7",0.0477857577763667,0,0.116488538023973,0.0808609161764607,0,0,0,0.354852432219605,0.0775400658559953,0.169338595059655,0,0.0842237521577073,0.0689099427302371,0,0
"122","6x8",0,0.0844808230843323,0,0.199048836468241,0,0,0,0.59461164166821,0,0.121858698779217,0,0,0,0,0
"123","6x9",0,0.0313403170915109,0.156220728728468,0,0,0,0,0.391215231997394,0,0.196690825336884,0.156346165925097,0,0.0681867309206462,0,0
"124","6x10",0,0.0846714637887867,0,0.0461288254623692,0,0,0,0.376613985181055,0.0725873426366215,0.0838211153683901,0.248030626115202,0,0.0881466414475754,0,0
"125","6x11",0,0,0.282767093005505,0,0,0,0,0.339794950933405,0,0.176523663912781,0.114504247277937,0,0.0864100448703727,0,0
"126","6x12",0,0,0,0.0739397334401812,0,0,0.000566640811650364,0.625712937491731,0,0.16883993175696,0.0675770538850766,0,0.063363702614401,0,0
"127","6x13",0.0404293346563538,0.0404801019319797,0,0.13849681744399,0,0,0,0.594203638239845,0.0908774477055172,0,0.0450915510885264,0,0.0504211089337874,0,0
"128","6x14",0,0.133226090015562,0,0.120461680923408,0,0,0,0.459591743027265,0.0893518013282812,0.131607892561672,0,0,0.0657607921438115,0,0
"129","6x15",0.0674651873399808,0.0658708242646236,0.0903470630678493,0,0,0,0,0.427151635663759,0.134197439587767,0,0.112966998967223,0,0.102000851108797,0,0
"130","6x16",0.0713369572732925,0.0719321009412324,0,0,0,0,0,0.484467475282194,0.102850056498992,0,0.155364854575457,0,0.0553495213600555,0.0586990340687763,0
"131","6x17",0.00126922798081436,0,0,0,0,0,0,0.983471589895657,0,0,0,0,0.0150218221418908,0.000237359981637906,0
"132","6x18",0,0.50887360969101,0,0.0652747804334129,0,0,0,0.339372033191006,0.000207833036335233,0,0.0382341402187089,0,0.048037603429527,0,0
"133","7x0",0.107569461942337,0.0688242410788011,0.205664082338543,0.0552337821270898,0,0,0,0.381230804524961,0.0236391999275239,0.0718177874132918,0,0,0.0860206406474521,0,0
"134","7x1",0.0645929784842262,0.144190413437655,0.215246759588491,0,0,0,0,0.331115361936427,0.0166029700413311,0,0,0.146114685185913,0.0821368313259568,0,0
"135","7x2",0,0,0,0,0,0,0,0,0,0,0,0.84220700917463,0.0788225426073223,0,0.078970448218048
"136","7x3",0.0773325713098439,0,0,0,0,0,0.090211082332438,0.431328894373288,0.13289199381098,0.0842826042120557,0,0.0941148233013057,0.0898380306600881,0,0
"137","7x4",0,0,0,0.102391627516859,0,0,0.147569132520549,0.593169061197879,0.104891864328269,0,0,0,0.0519783144364436,0,0
"138","7x5",0,0,2.47834127499559e-07,0.138194970198985,0,0,-2.47677750836471e-19,0.605811298257807,0.0671958506659458,0.130080375549091,0,0,0.0587172574940438,0,0
"139","7x6",0,0,0,0.0454401887923463,0,0,5.72210749412841e-05,0.579015361914658,0,0.292648225524437,0,0,0.0828390026936167,0,0
"140","7x7",0,0,0,0.177167872631423,0,0,3.40684048285008e-18,0.689777286715855,0,0.0673940288584138,0,0,0.0656608117943081,0,0
"141","7x8",0,0,0,0.129985043273403,0,0,0,0.677298236471941,0,0.192716720254655,0,0,0,0,0
"142","7x9",0,0.136359901319006,0,0,0,0,0,0.398381243392336,0.0796528356414952,0.242163439782103,0.0730640971674586,0,0.0703784826976015,0,0
"143","7x10",0,0,0,0,0,0,0,0.41641851494087,0.115907241790618,0.198752993332648,0.173646379807434,0,0.0952748701284301,0,0
"144","7x11",0.0706271363793527,0,0,0,0,0,5.93584668728398e-18,0.558720999057002,0,0,0.293554243199828,0,0.0770976213638171,0,0
"145","7x12",0.0599322799708785,0,0,0.113032695218635,0,0,0,0.519953949809639,0,0.092839906965252,0.121334001879492,0,0.0929071661561046,0,0
"146","7x13",0.0788697005565505,0,0,0,0,0,0,0.649189723256615,0.0698591404909058,0.0998672284386558,0.0256656782352141,0,0.0765485290220587,0,0
"147","7x14",0.116823467634844,0.0442276586244312,0,0.0733766284606735,0,0,0,0.49947839555426,0,0.111845894466281,0.0693970457957469,0,0.0848509094637627,0,0
"148","7x15",0.123335358045937,0,0,0,0,0,0,0.477260546146918,0.0576871217101738,0.145947548077516,0.0977196694726074,0,0.0980497565468488,0,0
"149","7x16",0.201277711082087,0,0,0.10167587167259,0.0261818698495405,0,-1.79106498879061e-20,0.603673671525105,0,0,0,0,0.0671908758706778,0,0
"150","7x17",0.340402039338201,0,0,0,0,0,0,0.367077804297516,0,0,0,0,0.136145762726305,0,0.156374393637978
"151","7x18",0.193627034770988,0,0,0,0,0.0979332469644687,0,0.389560180471531,0,0.096622086850423,0,0,0.22225745094259,0,0
"152","8x0",0,0,0,0,0,0.193700871649148,0,0,0,0,0,0.378028140601021,0.347564203969238,0,0.0807067837805932
"153","8x1",0,0,0,0,0,0.119154675600288,0,0,0,0,0,0.524299503969625,0.294112880070622,0,0.0624329403594647
"154","8x2",0,0,0,0,0,0,0,0,0,0,0,0.779492340519772,0.0930397369152764,0,0.127467922564952
"155","8x3",0.0167483349191259,0,0,0.0597963521020575,0,0,0.165524900816346,0.534332128452257,0.0436809887016296,0.0651672437237999,0,0.114750051284784,0,0,0
"156","8x4",0.0588917887752686,0,0.0729540635798218,0.0926442237241992,0,0,0.0461897395324136,0.455856116669001,0.0736635487737461,0.132238637339635,0.0675618816059146,0,0,0,0
"157","8x5",0,0,0,0.0119154480339661,0,0,0.203240825969895,0.57949269594437,0.0511000329367439,0.154250997115025,0,0,0,0,0
"158","8x6",0,0.0973989827201572,0,0.135065975470839,0,0,0,0.454453240189158,0,0.0914054698848335,0.144837649444798,0,0.0768386822902145,0,0
"159","8x7",0.0512943352519169,0.0709434858136161,0,0.0824069392049052,0,0,0,0.372458613716046,0.0668411193969539,0.213941449357036,0,0,0.142114057259526,0,0
"160","8x8",0,0,0.187355296994723,0.0470591011307167,0,0,0,0.355354509963523,0.0787527254145406,0.171077801270816,0.0912967586541421,0,0.0691038065715376,0,0
"161","8x9",0,0,0.297529992717556,0.0261065406896434,0,0,0,0.531218064314284,0,0.0838466614634645,0,0,0.0612987408150531,0,0
"162","8x10",0,0,0,0,0,0,0.000550199745779516,0.550677741522808,0,0.236963795339325,0.110323403743387,0,0.101484859648701,0,0
"163","8x11",0,0,0,0.0805958878068435,0,0,0,0.449856114366378,0,0.171496267763551,0.211453548104965,0,0.0865981819582629,0,0
"164","8x12",0,0,0,0.0957376915108943,0,0,-7.4850757926799e-19,0.511359575836538,0.0884056599503643,0.08841995020052,0.1390942687888,0,0.0769828537128838,0,0
"165","8x13",0,0,0,0,0,0,0,0.576496186678266,0.0430754573801886,0.138188388765665,0.145405662204399,0,0.0968343049714813,0,0
"166","8x14",0,0,0,0.0913523071541051,0,0,0,0.537166454892286,0.183456744155064,0.0581235722295871,0.0685744036981296,0,0.0613265178708281,0,0
"167","8x15",0.111089358498986,0,0,0.126220206051003,0,0,-4.76905004605077e-21,0.505217286451904,0.0833411346770602,0,0.123886866403151,0,0.050245147917896,0,0
"168","8x16",0.109593601817117,0,0,0.0742097410649708,0,0,0.0795205647981741,0.584663184228428,0.0892465093780645,0,0,0,0.0627663987132454,0,0
"169","8x17",0.13442244046919,0.140545961180512,0,0,0,0,0,0.202862416332108,0.125838237771279,0.0865496271121652,0.121251227965989,0,0.0936676881774527,0.0948624009913047,0
"170","8x18",0.182515297707641,0,0,0,0,0.0826829605704707,0,0.377216911415252,0,0.152939021873299,0,0,0.135219928052996,0.0694258803803412,0
"171","9x0",0,0,0,0,0,0.100420969778072,0,0,0,0,0,0.451566044078571,0.364572857521429,0,0.0834401286219286
"172","9x1",0,0,0,0,0,0,0,0,0,0,0,0.72323253165411,0.186283552386098,0,0.0904839159597923
"173","9x2",0,0,0,0,0,0.067197751941976,0,0,0,0,0,0.652510051349348,0.119685844155062,0,0.160606352553613
"174","9x3",0,0,0,0.0464960886684309,0,0,0.072379662018724,0.491559078154261,0.130393605682289,0.0794096114100659,0.108208752312152,0.0715532017540771,0,0,0
"175","9x4",0,0,0,0,0,0,0.102496526289678,0.473884663124984,0.145323028231829,0.181448413322577,0.0457059181123331,0,0.0511414509185988,0,0
"176","9x5",0.115719554648664,0,0,0.0455200499619318,0,0,0.0596879706143917,0.590943374448807,0.096772640286898,0,0,0,0.0913564100393076,0,0
"177","9x6",0,0,0,0.25206957901881,0,0,0,0.472041973997462,0.109666021205372,0.111166022369021,0,0,0.0550564034093349,0,0
"178","9x7",0,0.00727525135730505,0,0.033069928696321,0,0,0,0.868448845951838,0,0.0555127273966236,0,0,0.0356932465979121,0,0
"179","9x8",0.0187487126195265,0,0.147491364844255,0.0552713131493687,0,0,0,0.597315645037037,0,0.126687051365674,0,0,0.0544859129841382,0,0
"180","9x9",0,0.109485717828899,0.16615806895672,0.0646018426713908,0,0,0,0.484655305203485,0,0.132723767163155,0.0423752981763499,0,0,0,0
"181","9x10",0.0659254702718359,0,0,0,0,0,0.133784850891478,0.4148824850005,0.0293608290217572,0,0.264272844087708,0,0.0917735207267203,0,0
"182","9x11",0.0597016114002183,0,0,0,0,0,0.0180041065055905,0.414690998751502,0.0869303189438566,0.0960819458124802,0.235947032185499,0,0.0886439864008532,0,0
"183","9x12",0,0,0,0,0,0,7.18161772872128e-18,0.579656035348372,0.180578571066745,0.146467663416809,0.0932977301680742,0,0,0,0
"184","9x13",0.03250050334147,0.0679270574903142,0,0.071170553040423,0,0,0,0.614795447534504,0.0611157170581779,0,0.152490721535111,0,0,0,0
"185","9x14",0,0.261817583859756,0,0.177585631128857,0,0,0,0.350597189895209,0,0,0.152284668135092,0,0.0577149269810863,0,0
"186","9x15",0.0531093222340769,0,0,0,0,0,0,0.65194835698402,0.221744026066633,0,0,0,0.0731982947152695,0,0
"187","9x16",0.300826534798172,0,0,0,0,0,0,0.463021023254338,0,0,0,0,0.0475100748976077,0.142154791172323,0.0464875758775592
"188","9x17",0.319342768662937,0,0,0,0,0,0,0.406801555704267,0,0,0,0,0.273855675632796,0,0
"189","9x18",0.106473444908236,0,0,0,0,0.179789784877446,0,0.483931571038077,0,0,0,0,0.109115722444167,0,0.120689476732073
